Projected Dates,County/Counties,NAICS/SIC,Projected Date,NEG,Closure or Layoff?,NAICS Code,Union,Affected Occupation,Comments,Location,Region,Congressional ,NAICS,Date Received,Company Name,Employees,Industry,Notice URL,Affected Occupations,Local Area,SIC,County,Company Address,Notice Link,Company Contact,Trade,Workforce Area,County: Local  Name,Closure/Layoff,Source,NAFTA/Trade
,,,2018-08-31 00:00:00,,Closure,423450.0,,,,,Bluegrass,,,2018-05-31 00:00:00,ALBAAD USA INC,104.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Qc1f/U5uB_gQNXS7sXQCSgXNZ1hLM2j3OcgCmnzHI2tXwU64,,,,,,WARN,,TBD,,Jessamine,,,
,,,2018-07-13 00:00:00,,Layoff,,,,,,Bluegrass,,,2018-05-21 00:00:00,THE BOEING COMPANY-Lexington,99.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000QYkD/lzR4.QF0iZtfC.EiVNvzroPpfFweCQSnG.XFkSHj7E4,,,,,,WARN,,No,,Fayette,,,
,,,2018-06-30 00:00:00,,Closure,311500.0,,,,,Western Kentucky,,,2018-05-01 00:00:00,Prairie Farms-Fulton,52.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000QQEL/CebzUO7lMjtxZQ_JNI_5I.3pLz_RDocv7SYSIMVlwQQ,,,,,,WARN,,No,,Fulton,,,
,,,2018-04-30 00:00:00,,Layoff,621999.0,,,,,Kentuckiana Works,,,2018-03-01 00:00:00,CONIFER REVENUE CYCLE SOLUTIONS LLC,128.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000EjM2/5LQYUgnuTA_qjNY.QeNFP9z72HkDZOHyL_IuMqX42Lg,,,,,,WARN,,No,,Jefferson County - Louisville,,,
,,,2018-09-01 00:00:00,,Layoff,493110.0,,,,,Kentuckiana Works,,,2018-02-23 00:00:00,Flextronics Americas LLC,314.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000EQFv/y2S.Xk_O6qioyGDMFFX2sT1XqO7IMpITHP1buepqXko,,,,,,WARN,,TBD,,Jefferson County - Louisville,,,
,,,2018-09-28 00:00:00,,Closure,454111.0,,,,,Kentuckiana Works,,,2018-02-12 00:00:00,GILT Distribution Center,250.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004ics/92.l5HZYEHXStXYtPjIO2Sen3Orlql4gW4XOAh0vka8,,,,,,WARN,,No,,Bullitt,,,
,,,2018-03-07 00:00:00,,Layoff,488119.0,,,,,Northern Kentucky,,,2018-01-18 00:00:00,Abm Industries Inc. - NKY,65.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004csu/t7N4OepOxzDaQpkRa9RMmfsx4FXAnA2acuw.fqkhidc,,,,,,WARN,,No,,Kenton,,,
,,,2018-03-16 00:00:00,,Layoff,511191.0,,,,,Lincoln Trail,,,2018-01-11 00:00:00,AMERICAN GREETINGS CORPORATION,150.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004TXA/2vPrqj0C.DNZgK3ertD7Sul2Ta.kZAqKB_TiZ8a_jbM,,,,,,WARN,,No,,Nelson,,,
,,,2018-03-10 00:00:00,,Closure,331513.0,,,,,TENCO,,,2018-01-09 00:00:00,KES Kentucky Electric Steel,113.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004LxB/1ld8bbNUPH8fAIEP_.OdTEUfAhrjT5pIouRGkJ93Gck,,,,,,WARN,,TBD,,Boyd,,,
,,,2018-02-14 00:00:00,,Closure,1900-01-21 00:00:00,,,,,Western Kentucky,,,2017-12-18 00:00:00,THOROUGHFARE MINING LLC,99.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004LuH/c23dKtWNz4nKKonfQI3CMjaspcB6iRm6jGqPNQJ.q1g,,,,,,WARN,,No,,Hopkins,,,
,,,2018-02-14 00:00:00,,Closure,2483-06-24 00:00:00,,,,,Western Kentucky,,,2017-12-18 00:00:00,Hopkins County Coal Madisonville Office,427.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000EimX/.k8PHwd5IW3uAVhAbsluOHotiCSiriiIW.031UhXCHM,,,,,,WARN,,,,Hopkins,,,
,,,2018-02-12 00:00:00,,Closure,2812-11-06 00:00:00,,,,,Cumberlands,,,2017-12-13 00:00:00,Clarcor Air Filtration-Campbellsville,119.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lu7/q5951TA7CPN0kuwgWbvRr1.G2AY8oiIIhukcRpdVS9s,,,,,,WARN,,TBD,,Taylor,,,
,,,2018-01-10 00:00:00,,Closure,2830-08-31 00:00:00,,,,,Bluegrass,,,2017-11-07 00:00:00,Scott Archery,88.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lqe/_leAkA8exC4oWAbCUfJIaouA3g.sU.0aQFr699JTcQM,,,,,,WARN,,TBD,,Powell,,,
,,,2017-12-31 00:00:00,,Closure,3059-05-13 00:00:00,,,,,Northern Kentucky,,,2017-10-31 00:00:00,Arriva Medical LLC,13.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lq0/DCCl4_25wzFXSuX1PTQWMGAKT70YTfWCEM3jq.fI.84,,,,,,WARN,,No,,Boone,,,
,,,2017-12-29 00:00:00,,Layoff,3602-12-21 00:00:00,,,,,Bluegrass,,,2017-10-30 00:00:00,Baptist Health Plan Inc-Lexington,34.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lpg/MRpS4x8AYZq6ZYtFpuwhspdGWbs67nNTWdYiMNXp5OQ,,,,,,WARN,,No,,Fayette,,,
,,,2017-12-08 00:00:00,,Layoff,2753-02-28 00:00:00,,,,,Green River,,,2017-10-11 00:00:00,Armstrong Coal Prep & Dock Facility,12.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lo9/j2UGA7uTzlHx9_pNG0hY8JWcEZMkGkzB8BJ4sk069v8,,,,,,WARN,,TBD,,Ohio,,,
,,,2017-12-08 00:00:00,,Layoff,2480-09-25 00:00:00,,,,,Green River,,,2017-10-11 00:00:00,Equality  Boot Surface Mine,61.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lo4/hix8plnF48fQ32NyPDv74.NxRxgGzczVNbAf9Lrd0w4,,,,,,WARN,,TBD,,Ohio,,,
,,,2017-10-19 00:00:00,,Layoff,3439-01-03 00:00:00,,,,,Western Kentucky,,,2017-08-17 00:00:00,LATA SHARP REMEDIATION SERVICES LLC,0.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Xkty/MCg0JmZXgkCibiCWZQLUIizLrfo9W9GUuJRUGE9HeMU,,,,,,WARN,,TBD,,McCracken,,,
,,,2017-09-30 00:00:00,,Closure,1900-01-01 00:00:00,,,,,EKCEP,,,2017-08-02 00:00:00,Booth Energy,217.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Xksb/2WvXeeFqSATezBCzP5RPgt7MNnzaWwCIc.2JoMyzA74,,,,,,WARN,,No,,Martin,,,
,,,2017-09-24 00:00:00,,Closure,2023-10-12 00:00:00,,,,,Bluegrass,,,2017-07-18 00:00:00,Kmart 04232-Lexington,73.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t000000002dJ/GFnHAsmw5QyDTGIZ_gPxJo7z8osgLpY1WI57ofs7WfI,,,,,,WARN,,No,,Fayette,,,
,,,2017-10-18 00:00:00,,Closure,2812-05-26 00:00:00,,,,,Green River,,,2017-07-18 00:00:00,"Engineered Plastic Components, Inc.",68.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t000000002dO/L3nCtOVv91fLZUC0NviltK_nN02lRfpTDkLONnGHoag,,,,,,WARN,,TBD,,Daviess,,,
,,,2017-09-08 00:00:00,,Closure,2753-09-15 00:00:00,,,,,Green River,,,2017-07-10 00:00:00,BIMBO BAKERIES USA INC,111.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000GzsM/z1azCQ0svP93YEsc6AqZePPBALgpqAStq7YUbqTo2WM,,,,,,WARN,,TBD,,Daviess,,,
,,,2017-09-01 00:00:00,,Closure,1991-09-30 00:00:00,,,,,Bluegrass,,,2017-06-28 00:00:00,LEDVANCE LLC-Winchester,54.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzrd/A7.hQ6Hy7U1MPlP6gSadv.hFhxyOmfBCkHXJ_NKy8V4,,,,,,WARN,,Yes,,Clark,,,
,,,2017-07-17 00:00:00,,Layoff,3317-12-27 00:00:00,,,,,Bluegrass,,,2017-05-24 00:00:00,"CHARTER COMMUNICATIONS, INC.",56.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzo5/JJ8C20FiHSrRwxpkoHGOu0ir6VQ8CmYnBddwG.tYN8w,,,,,,WARN,,No,,Fayette,,,
,,,2017-12-31 00:00:00,,Closure,2552-03-21 00:00:00,,,,,Northern Kentucky,,,2017-05-05 00:00:00,Itron Inc.,309.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzmn/MpwG03C8ZPVSdQc2VM6ANd6E3Jx.oOcxutQWDhPl6.4,,,,,,WARN,,TBD,,Owen,,,
,,,2017-06-23 00:00:00,,Closure,2817-06-30 00:00:00,,,,,Bluegrass,,,2017-04-27 00:00:00,General Electric Company- Lexington Lamp Plant,127.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj4G/Pd88xKaNMaze.WzDXC78gQd1k.ToevkBqP_jjMhOd7E,,,,,,WARN,,Yes,,Fayette,,,
,,,2017-06-30 00:00:00,,Closure,2790-12-11 00:00:00,,,,,Western Kentucky,,,2017-04-20 00:00:00,AmerisourceBergen Drug Corporation,76.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3m/Soz3ZtjHkwp0E_DMHtIA1Ldgs1BoF_KgClpn9CfuhoQ,,,,,,WARN,,TBD,,McCracken,,,
,,,2017-06-09 00:00:00,,Closure,2022-09-08 00:00:00,,,,,Kentuckiana Works,,,2017-04-07 00:00:00,Ann Taylor Distribution Services,105.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3N/SVm6dOds_DiPOtCgQXMw5UF.fjnnOIr.Wm9XZl3XIzY,,,,,,WARN,,No,,Jefferson County - Louisville,,,
,,,2017-04-23 00:00:00,,Layoff,3250-01-31 00:00:00,,,,,EKCEP,,,2017-04-07 00:00:00,"Benore Logistic Systems, Inc.",82.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3S/D6dwTfGCXLeZyrQv41SGfDA56JeupBJLNDyT2cGdZkk,,,,,,WARN,,TBD,,Knox,,,
,,,2017-06-30 00:00:00,,Closure,2023-11-01 00:00:00,,,,,Kentuckiana Works,,,2017-04-04 00:00:00,Dollar Express Louisville(2),9.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3I/fwGONaqlH6v4.sMHw4v1RciOCoCZ1fb8_G3r8h9._0I,,,,,,WARN,,No,,Jefferson County - Louisville,,,
,,,2017-06-30 00:00:00,,Closure,2023-11-01 00:00:00,,,,,Northern Kentucky,,,2017-04-04 00:00:00,Dollar Express-Covington,11.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj38/4iAFdmFsi1bHjcmJEV9xZg7QKesDxAMzx9Zat5tRZyc,,,,,,WARN,,No,,Kenton,,,
,,,2017-06-30 00:00:00,,Closure,2023-11-01 00:00:00,,,,,Kentuckiana Works,,,2017-04-04 00:00:00,Dollar Express Louisville(1),9.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3D/PGjPy.FF_ZtywXGcLy14eFxD40DyxSvYTuhMzbDgrbo,,,,,,WARN,,No,,Jefferson County - Louisville,,,
,,,2017-05-26 00:00:00,,Closure,2817-06-30 00:00:00,,,,,Cumberlands,,,2017-04-03 00:00:00,General Electric Company Somerset Glass Plant Lighting,63.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj2t/nbJvXzjrwhlDyJ2SRVmohvRnwWb3UKUxIXm0oiZ7Xxw,,,,,,WARN,,Yes,,Pulaski,,,
,,,2017-06-02 00:00:00,,Closure,3436-11-02 00:00:00,,,,,Northern Kentucky,,,2017-04-03 00:00:00,Kelly Services-Kenton Co,36.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj33/uFfgdP3MOo5EcvaSLqdcCOCxAtVyHnfWenMxXzPdRpY,,,,,,WARN,,TBD,,Kenton,,,
,,,2017-05-10 00:00:00,,Layoff,2820-12-31 00:00:00,,,,,Kentuckiana Works,,,2017-03-10 00:00:00,Sypris Technologies,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Pht5/7kxuhfvOvM47dj9IQwOJmuZ6jd72EOrKhugLF1oZrC0,,,,,,WARN,,TBD,,Jefferson County - Louisville,,,
,,,2017-04-12 00:00:00,,Layoff,3318-10-22 00:00:00,,,,,EKCEP,,,2017-02-13 00:00:00,Conduent Incorporated,62.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000PhqG/ZlkbXgsUjmUGF51bkxPJVQup3hL2okLQjud67KO53XU,,,,,,WARN,,TBD,,Knox,,,
,,,2017-04-10 00:00:00,,Closure,3250-01-31 00:00:00,,,,,Kentuckiana Works,,,2017-02-13 00:00:00,Nasty Gal Inc,70.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phri/PIyOGsRutY5ENu0CMmJgwV2juPHUJ1RRWpHYW.ARBXw,,,,,,WARN,,TBD,,Bullitt,,,
,,,2017-04-01 00:00:00,,Layoff,3356-11-21 00:00:00,,,,,South Central,,,2017-01-31 00:00:00,Penske Vehicle Services Inc.,1.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phs7/dXhuneZsqP8bQvsFDwm0sA3SBwOUm3tjXdFLuzOZ2fw,,,,,,WARN,,No,,Warren,,,
,,,2017-06-30 00:00:00,,Closure,2784-08-23 00:00:00,,,,,Kentuckiana Works,,,2017-01-25 00:00:00,ZOO PRINTING,88.0,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phph/y4NCZd2IjP2vMN6ehzWBWI8BBVQAhG3oJoL9AChqxes,,,,,,WARN,,No,,Jefferson County - Louisville,,,
,Knox,,,,,,,,,"Corbin, KY",,,,1998-11-18 00:00:00,National-Standard Company,104,,,,,,,,,,,,,Layoff,,
,Monroe,,,,,,,,,"Tompkinsville, KY",,,,1998-11-16 00:00:00,Red Kap Industries,146,,,,,,,,,,,,,Closure,,
,Martin,,,,,,,,,,,,,1998-11-13 00:00:00,"Bizwill, Inc. (Martiki Coal)",151,,,,,,,,,,,,,Closure,,
,,,,,,,,,,"Vanceburg, KY",,,,1998-11-12 00:00:00,"Nine West Group, Inc.",171,,,,,,,,,,,,,Layoff,,
,Fayette,,,,,,,,,"Lexington, KY",,,,1998-11-12 00:00:00,"Harley Hotels, Inc.",79,,,,,,,,,,,,,Closure,,
,"Metcalfe, Monroe",,,,,,,,,,,,,1998-11-08 00:00:00,Kentucky Apparel                              Summer Shade Plant                        Fountain Run Plant,167 -                  197,,,,,,,,,,,,,Closure,,
,Casey,,,,,,,,,"Liberty, KY",,,,1998-11-05 00:00:00,OshKosh B'Gosh,162,,,,,,,,,,,,,Closure,,
,,,,,,,,,,"Louisville, KY 40214",,,,1998-10-30 00:00:00,Gamble Brothers (Burruss Co.),132,,,,,,,,,,,,,,,
,Jefferson,,,,,,,,,"224 E. Broadway         Louisville, KY 40202",,,,1998-10-08 00:00:00,PIMA ,104,,,,,,,,,,,,,Closure,,
,Boyd,,,,,,,,,"Ashland, KY",,,,1998-10-02 00:00:00,Speedway SuperAmerica LLC   (SSA) and Ashland INC,88,,,,,,,,,,,,,Closure,,
,Pilaski,,,,,,,,,"Somerset, KY 42502",,,,1998-10-02 00:00:00,Tecumseh Products,200 +/-,,,,,,,,,,,,,Layoff,,
,Jefferson,,,,,,,,,"Louisville, KY 40232",,,,,Commonwealth General Corp..,360,,,,,,,,,,,,,,,
,Todd,,,,,,,,,,,,,1999-12-21 00:00:00,"Ardco, Inc.",335,,,,,,,,,,,,,Closure,,
,Hardin,,,,,,,,,,,,,1999-12-08 00:00:00,"Collis, Incl.",34,,,,,,,,,,,,,,,
,Montgomery,,,,,,,,,,,,,1999-12-06 00:00:00,ILSCO,,,,,,,,,,,,,,Relocation,,
,Christian,,,,,,,,200 expected layoff,,,,,1999-12-06 00:00:00,Phelps Dodge,11,,,,,,,,,,,,,Closure,,
,Webster,,,,,,,,,,,,,1999-11-22 00:00:00,"Moen, Hoov-R-Line",30,,,,,,,,,,,,,Relocation,,
,Fayette,,,,,,,,C&H purchased Samuels,,,,,1999-11-16 00:00:00,Samuels,31,,,,,,,,,,,,,Closure,,
,Nicholas,,,,,,,,,,,,,1999-11-03 00:00:00,Jockey International Inc.,326,,,,,,,,,,,,,Closure,,
,Pulaski,,,,,,,,No layoff. New WARN issued 01/2000.,,,,,1999-10-27 00:00:00,Tecumseh Products Co.,430,,,,,,,,,,,,,Layoff,,
,Hopkins,,,,,,,,,,,,,1999-10-22 00:00:00,White Swan Meta,60,,,,,,,,,,,,,Closure,,
,Pike,,,,,,,,10 laid off officially,,,,,1999-10-05 00:00:00,Pike County Coal Corp.,56,,,,,,,,,,,,,Closure,,
,Boone,,,,,,,,,,,,,1999-10-05 00:00:00,Levi Strauss & Co.,226,,,,,,,,,,,,,Closure,,
,Nelson,,,,,,,,,,,,,1999-10-05 00:00:00,Bird Vinyl Products - rescinded,203,,,,,,,,,,,,,Closure,,
,Bell,,,,,,,,,,,,,1999-09-22 00:00:00,Ikerd-Bandy Co./CC Coal Co.,140,,,,,,,,,,,,,Closure,,
,Warren,,,,,,,,,,,,,1999-09-20 00:00:00,"Kentucky Apparel, LLP",100,,,,,,,,,,,,,Closure,,
,Jefferson/Boone,,,,,,,,,,,,,1999-09-20 00:00:00,"Hechinger Inv. Company, Inc.",227,,,,,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,,,,,1999-09-03 00:00:00,IXC Communications,48,,,,,,,,,,,,,Relocation,,
,Breathitt,,,,,,,,,,,,,1999-09-03 00:00:00,"Addington Mining, Inc.",6,,,,,,,,,,,,,Layoff,,
,Henderson,,,,,,,,,,,,,1999-09-03 00:00:00,Accuride Corp.,203,,,,,,,,,,,,,Closure,,
,Monroe,,,,,,,,,,,,,1999-09-03 00:00:00,"Kentucky Apparel, LLP",221,,,,,,,,,,,,,Closure,,
,Union,,,,,,,,,,,,,1999-09-03 00:00:00,Island Creek Coal Company,,,,,,,,,,,,,,Closure,,
,Lewis/Boone,,,,,,,,,,,,,1999-08-10 00:00:00,Nine West (Vanceburg and Hebron),309,,,,,,,,,,,,,Closure,,
,Kenton,,,,,,,,,,,,,1999-08-10 00:00:00,CompuCom Systems,370,,,,,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,,,,,1999-07-30 00:00:00,"Kentucky Sportsservice, Inc.",96,,,,,,,,,,,,,,,
,,,,,,,,,,Lexington/Louisville,,,,1999-07-30 00:00:00,"Preston Trucking Co., Inc.",,,,,,,,,,,,,,Closure,,
,Leslie,,,,,,,,,,,,,1999-07-06 00:00:00,Copeland Mine and Haz4West Mine,187,,,,,,,,,,,,,Layoff,,
,Daviess,,,,,,,,,,,,,1999-06-16 00:00:00,Field Packing Co.,,,,,,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,,,,,1999-06-14 00:00:00,Hechinger Co.,129,,,,,,,,,,,,,Closure,,
,Adair/Jefferson,,,,,,,,,,,,,1999-05-24 00:00:00,United Magazine Company,,,,,,,,,,,,,,Layoff,,
,Muhlenberg,,,,,,,,,,,,,1999-05-24 00:00:00,SuperValu,,,,,,,,,,,,,,Layoff,,
,Webster,,,,,,,,,,,,,1999-05-24 00:00:00,"Moen, Inc.",,,,,,,,,,,,,,Layoff,,
,Daviess,,,,,,,,,,,,,1999-05-17 00:00:00,Green River Steel,184,,,,,,,,,,,,,Closure,,
,Taylor,,,,,,,,,,,,,1999-05-17 00:00:00,Union Underwear Co.,200,,,,,,,,,,,,,Layoff,,
,Boone  ,,,,,,,,,,,,,1999-05-12 00:00:00,"Equitable Bag Co., Inc.",320,,,,,,,,,,,,,Closure,,
,Boone/Kenton,,,,,,,,,,,,,1999-04-13 00:00:00,Brake Parts,102,,,,,,,,,,,,,Closure,,
,Taylor,,,,,,,,,,,,,1999-04-06 00:00:00,Batesville Casket Company,212,,,,,,,,,,,,,Closure,,
,Christian,,,,,,,,,,,,,1999-03-23 00:00:00,Genlyte Thomas,150,,,,,,,,,,,,,Closure,,
,Barren,,,,,,,,,,,,,1999-03-23 00:00:00,"TechnoTrim, Inc.",583,,,,,,,,,,,,,Closure,,
,Fayette,,,,,,,,,,,,,1999-03-08 00:00:00,The J. Peterman Company,230,,,,,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,,,,,1999-03-01 00:00:00,"The Apparel Group, Ltd.",170,,,,,,,,,,,,,Closure,,
,Nelson,,,,,,,,,,,,,1999-03-01 00:00:00,Intertec Systems,121,,,,,,,,,,,,,Layoff,,
,Hardin,,,,,,,,,,,,,1999-02-17 00:00:00,Cooper Bussmann,200,,,,,,,,,,,,,Closure,,
,McCraken,,,,,,,,,,,,,1999-02-17 00:00:00,Paducah Gaseous Diffusion Plant,,,,,,,,,,,,,,Layoff,,
,Harrison,,,,,,,,,,,,,1999-02-09 00:00:00,Trinity Fitting & Flange Group,90,,,,,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,"Louisville, KY ",,,,1999-02-04 00:00:00,Taylor Farms,115,,,,,,,,,,,,,Layoff,,
,Monroe,,,,,,,,,,,,,1999-02-02 00:00:00,Kentucky Apparel/Gamaliel,142,,,,,,,,,,,,,Closure,,
,Clark,,,,,,,,,,,,,1999-01-20 00:00:00,Matsushita,65,,,,,,,,,,,,,Closure,,
,Russell,,,,,,,,,,,,,1999-01-16 00:00:00,Union Underwear/Jamestown,86,,,,,,,,,,,,,Layoff,,
,,,,,,,,,,"Springfield, KY 40069",,,,1999-01-01 00:00:00,Armour Rood Ingredients Co.,25,,,,,,,,,,,,,Closure,,
,Warren,,,,,,,,,,,,,,"Kentucky Apparel, L.L.P.",61,,,,,,,,,,,,,Layoff,,
,Perry,,,,,,,,,,,,,,Mountain Coals Corporation     Star Fire Mine                                  Buckhorn Processing Plant,79                   10,,,,,,,,,,,,,Layoff,,
,Logan,,,,,,N,,,"P.O. Box 298                                       Lewisburg, KY 42256",,,,2000-12-14 00:00:00,"VF Workwear, Inc. (VF Imagewear)",63,,,,,,,,,,,,,Layoff,,
,Jefferson,,,,,,,,,"12540 Westport Road                     Louisville, KY 40245",,,,2000-12-14 00:00:00,Hewlett-Packard (VeriFone),80,,,,Greater Louisville,,,,,,,,,Layoff,,
,Jefferson,,,,,,Y,,,"1455 South Seventh Street           Louisville, KY 40208",,,,2000-12-04 00:00:00,The Earthgrains Company,114,,,,Greater Louisville,,,,,,,,,Closure,,
,Laurel ,,,,,,Y,,,"100 Williams Street                         Cincinnati, OH 45215-4683",,,,2000-11-17 00:00:00,Stearns Technical Textiles Co.,90,,,,,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,"13400 Eastpoint Ctr. Dr., Ste 150 Louisville, KY 40223",,,,2000-11-15 00:00:00,Darwin Networks,131,,,,Greater Louisville,,,,,,,,,,,
,Wayne,,,,,,Y,,,"Chryster Bldg., 405 Lexington Ave.                                                    New York, NY 10174",,,,2000-11-14 00:00:00,Parker Chapin LLP (Burruss Co.),72,,,,,,,,,,,,,Closure,,
,Meade,,,,,,Y,,,"P.O. Box 547                                Brandenburg, KY 40108",,,,2000-11-14 00:00:00,"Arch Chemicals, Inc.",125,,,,,,,,,,,,,Layoff,,
,Kenton,,,,,,N,,,"One American Road                 Cleveland, OH 44144-2398",,,,2000-10-09 00:00:00,American Greetings,153,,,,,,,,,,,,,Closure,,
,Daviess,,,,,,,,,,,,,2000-09-26 00:00:00,WaxWorks Video Works,75 - 100,,,,,,,,,,,,,Layoff,,
,Floyd,,,,,,,,,,,,,2000-09-19 00:00:00,Kentucky/West Virginia Gas,110,,,,,,,,,,,,,,,
,Graves,,,,,,N,,,"State Street, Gate 3                  Ludlow, MA 01056-0789",,,,2000-09-19 00:00:00,"United Plastics Group, Inc.",50,,,,,,,,,,,,,Closure,,
,Boyle,,,,,,N,,,"1355 Labanon Road                  Danville, KY 40423",,,,2000-09-12 00:00:00,Matsushita Home Appliance Co.,480,,,,Bluegrass,,,,,,,,,Layoff,,
,Shelby,,,,,,N,,,"5901 California Avenue          Nashville, TN 37209",,,,2000-09-12 00:00:00,AFL Truck & Industrial Group,184,,,,,,,,,,,,,Closure,,
,Perry & Leslie ,,,,,,,,,,,,,2000-09-11 00:00:00,Perry County Coal Corporation,200,,,,,,,,,,,,,,,
,McCracken,,,,,,,,,"130 Hillcrest                                Sulphur Springs, TX 75483-0638",,,,2000-09-01 00:00:00,Grocery Supply Co. of Paducah,48,,,,,,,,,,,,,Closure,,
,Union,,,,,,Y,,,"800 Laidley Tower                     Charleston, WV 25324",,,,2000-08-24 00:00:00,Peabody Coal Company,316,,,,,,,,,,,,,Closure,,
,Barren,,,,,,,,,"1320 West Main Street            Glasgow, KY 42141",,,,2000-08-23 00:00:00,Dana - Spicer Heavy Axle & Brake,230,,,,Barren River,,,,,,,,,Layoff,,
,Nelson,,,,,,Y,,,"1010 Withrow Court                 Bardstown, KY 40004",,,,2000-08-15 00:00:00,Bird Vinyl Products,191,,,,Lincoln Trail,,,,,,,,,Closure,,
,Taylor,,,,,,N,,,"3100 West Big Beaver Road  Troy, MI 48084-3163",,,,2000-08-08 00:00:00,Kmart Corporation,67,,,,,,,,,,,,,Closure,,
,Greenup,,,,,,Y,,,"6735 Southpoint Dr. S. J670   Jacksonville, FL 32216-6177",,,,2000-08-08 00:00:00,CSX Transportation,53,,,,,,,,,,,,,Closure,,
,Christian,,,,,,Y,,,"300 Gilbert Drive          Hopkisville, KY 42241",,,,2000-07-25 00:00:00,Genlyte Thomas,50,,,,Western Kentucky,,,,,,,,,Closure,,
,Kenton,,,,,,,,,"1101 Pacific Avenue   Erlanger, KY 41018",,,,2000-07-24 00:00:00,APAC Customer Services,59,,,,Northern Kentucky,,,,,,,,,Layoff,,
,Jefferson,,,,,,N,,,"1600 Contrell Rd.                P.O. Box 486                      Little Rock, AR 72203",,,,2000-07-05 00:00:00,"Dillard's, Inc.",141,,,,Greater Louisville,,,,,,,,,Closure,,
,Jefferson,,,,,,,,,,,,,2000-06-28 00:00:00,"Circuit City Stores, Inc.",100,,,,,,,,,,,,,,,
,Caldwell,,,,,,,,,,,,,2000-06-01 00:00:00,Fontaine Trailer Company,9,,,,,,,,,,,,,,,
,Boyd,,,,,,,,,,,,,2000-05-30 00:00:00,Heckett MultiServ,,,,,,,,,,,,,,,,
,McCracken,,,,,,,,,,,,,2000-05-10 00:00:00,United States Enrichment Corp.,271,,,,,,,,,,,,,,,
,Fayette,,,,,,,,,,,,,2000-05-02 00:00:00,Clark Material Handling Co.,27,,,,,,,,,,,,,,,
,Boone,,,,,,,,,,,,,2000-05-02 00:00:00,Johns Manville Corp.,70,,,,,,,,,,,,,,,
,Jefferson,,,,,,,,,,,,,2000-04-21 00:00:00,"Crothall Healthcare, Inc.",350,,,,,,,,,,,,,,,
