,company_name,location,notice_date,layoff_date,employees_affected
361,HMSHost - Woodbridge,Woodbridge,August,2020-10-15 00:00:00,24
362,HMSHost -Cranbury,Cranbury,August,2020-10-15 00:00:00,55
363,HMSHost -Ridgefield,Ridgefield,August,2020-10-15 00:00:00,3
364,HMSHost -Starbucks Terminal C,Newark,August,2020-10-15 00:00:00,223
365,HMSHost Corporation - Elizabeth,Elizabeth,August,2020-10-15 00:00:00,169
366,HMSHost Corporation -Starbucks,Newark,August,2020-10-15 00:00:00,223
367,HMSHost- Cherry Hill,Cherry Hill,August,2020-10-15 00:00:00,14
368,HMSHost- Montvale,Montvale,August,2020-10-15 00:00:00,33
369,Hilton Woodcliff Lake,Woodcliff Lake,August,2020-09-14 00:00:00,95
370,"IPIC Theaters, LLC.",For Lee,August,2020-09-12 00:00:00,124
371,Legacy Financial Partners/Brehne Financial Partners,Fairfield,August,2020-08-14 00:00:00,1
372,Power Wellness Management LLC as manager for the Virtua Fitness Canter-Moorestown,Lombard,August,2020-08-26 00:00:00,120
373,"Spirit Airlines, Inc,",Miramar,August,2020-10-31 00:00:00,1
374,Stockton Compass Group,Galloway,August,2020-03-11 00:00:00,0
375,"United Airlines, Inc.",Newark,August,2020-10-30 00:00:00,141
376,WHM revere LLC (Wyndham Hotel),Florham Park,August,2020-09-30 00:00:00,154
377,Airport Management Services and Hudson Group,East Rutherford,September,2020-10-01 00:00:00,114
378,Alaris Health at Boulevard East,Guttenberg,September,2020-11-15 00:00:00,100
379,Aramark at Drew University,Madison,September,2020-09-30 00:00:00,48
380,"Briad Lodging Group Branchburg II, LLC",Branchburg,September,2020-11-10 00:00:00,11
381,"Briad Lodging Group TPS, LLC",Branchburg,September,2020-11-10 00:00:00,11
382,Century 21 - American Dream,East Rutherford,September,2020-09-11 00:00:00,70
383,Century 21 - Distribution & Corporate Offices,Secaucus,September,2020-09-11 00:00:00,757
384,"Century 21 Department Stores, LLC",Secaucus,September,2020-09-11 00:00:00,757
385,Century 21 Stores - Jersey Gardens,Elizabeth,September,2020-09-11 00:00:00,33
386,Century 21 Stores - Morristown,Morristown,September,2020-09-11 00:00:00,29
387,Century 21 Stores - Paramus Store,Paramus,September,2020-09-11 00:00:00,74
388,Dave & Busters,Wayne,September,2020-11-08 00:00:00,107
389,GBT US LLC.,Jersey City,September,2020-10-23 00:00:00,90
390,Neiman Marcus,Paramus,September,2020-09-23 00:00:00,42
391,Performance Food Group Customized Distribution,Westampton,September,2020-11-16 00:00:00,59
392,Safran,wall Township,September,2020-12-31 00:00:00,27
393,Signature Flight Support LLC,Atlantic City,September,2020-08-18 00:00:00,0
394,The Neiman Marcus Group LLC,Mountainside,September,2020-11-25 00:00:00,2
395,The Neiman Marcus Group LLC - Paramus,Paramus,September,2020-11-25 00:00:00,42
396,The Neiman Marcus Group LLC - Short Hills,Short Hills,September,2020-11-25 00:00:00,56
397,burlington woods nursing home,burlington,September,3030-08-23 00:00:00,20
398,ABM Aviation,Newark,October,2020-04-09 00:00:00,35
399,AHG Montclair Beverage LLC,Montclair,October,2020-09-14 00:00:00,64
400,Flight Centre Travel Groupi USA,Montvale,October,2020-09-30 00:00:00,166
401,JAFFA FOOD SERVICE INC ( MANHATTAN BAGEL),Sayreville,October,2020-10-01 00:00:00,1
402,Lord & Taylor - Bridgewater,Bridgewater,October,2020-12-01 00:00:00,55
403,Lord & Taylor - Freehold,Freehold,October,2020-12-01 00:00:00,54
404,Lord & Taylor - Livingston,Livingston,October,2020-12-01 00:00:00,37
405,Lord & Taylor - Paramus,Paramus,October,2020-12-01 00:00:00,75
406,Lord & Taylor - Paramus (2),Paramus,October,2020-12-01 00:00:00,50
407,Lord & Taylor - Rockaway,Rockaway,October,2020-12-01 00:00:00,37
408,Lord & Taylor - Wayne,Wayne,October,2020-12-01 00:00:00,51
409,Lord & Taylor - Westfield,Westfield,October,2020-12-01 00:00:00,89
410,Lord & Taylor -Lawrenceville,Lawrenceville,October,2020-12-01 00:00:00,60
411,"National Micro Rentals, Inc",Monroe Twp,October,2020-12-31 00:00:00,80
412,Sandvik Machining Solutions USA,Fair Lawn,October,2020-12-20 00:00:00,90
413,"Schweitzer-Mauduit International, Inc.",Spotswood,October,2020-12-31 00:00:00,98
414,united airlines,Chicago,October,2020-10-01 00:00:00,16000
415,"Kings Super Markets, Inc. - Gillette",Gillette,November,2021-01-12 00:00:00,59
416,Canada Dry Bottling Company - East Brunswick,East Brunswick,November,2021-01-31 00:00:00,22
417,Canada Dry Bottling Company - Hackensack,Hackensack,November,2021-01-31 00:00:00,44
418,GEO Group,Trenton,November,2021-01-12 00:00:00,52
419,Hackensack Meridian Health,Edison,November,2020-12-31 00:00:00,754
420,Hackensack Meridian Health - Long Term Care,Edison,November,2021-01-31 00:00:00,181
421,Kings Super Markets - Hoboken,Hoboken,November,2021-01-12 00:00:00,41
422,Kings Super Markets - Maplewood,Maplewood,November,2021-01-12 00:00:00,49
423,Kings Super Markets - Ridgewood,Ridgewood,November,2021-01-12 00:00:00,57
424,Kings Super Markets - Warren,Warren,November,2021-01-12 00:00:00,64
425,"Kings Super Markets, Inc. - Corporate Office",Parsippany,November,2021-01-12 00:00:00,116
426,Kings Supermarkets - Bernardsville,Bernardsville,November,2021-01-23 00:00:00,53
427,"Paulsboro Refining Company, LLC",Paulsboro,November,2020-12-31 00:00:00,250
428,Popular Bank - Hoboken,Hoboken,November,2021-02-01 00:00:00,14
429,Popular Bank - North Bergen,North Bergen,November,2021-02-01 00:00:00,14
430,Ralph Lauren Corporation,Nutley,November,2021-01-01 00:00:00,54
431,USV Optical.Inc.,Blackwood,November,2020-12-30 00:00:00,299
432,"Walmart Stores, Inc.",Bentonville,November,2021-01-31 00:00:00,494
433,"ALL ACCESS STAGING &PRODUCTIONS,INC.",NEWTON,December,2020-06-08 00:00:00,1
434,Essentra,Moorestown,December,2021-01-18 00:00:00,118
435,"Marriott Hotel Services,Inc.",Newark,December,2021-02-12 00:00:00,76
436,1266 Apartment Corporation (Horizon House),Fort Lee,January,2019-04-18 00:00:00,78
437,"Allied Beverage Group, LLC",Trenton,January,2019-03-20 00:00:00,71
438,"Allied Beverage Group, LLC",Mt. Laurel,January,2019-02-02 00:00:00,37
439,Aqua Products,Cedar Grove,January,2019-04-01 00:00:00,79
440,Capital Health,Trenton,January,2019-03-08 00:00:00,103
441,"Customer Engineering Services, LLC",Edison,January,2019-03-08 00:00:00,35
442,"Customer Engineering Services, LLC",Edison,January,2019-01-07 00:00:00,35
443,"DSJ Holding, Inc. (f/k/a Bridgewater Wholesalers, Inc.)",Bridgewater,January,2019-03-31 00:00:00,133
444,Dedicated Management Group,Carneys Point,January,2019-02-08 00:00:00,107
445,Nestlé Nutrition USA,Florham Park,January,2019-04-01 00:00:00,62
446,Petland Discounts,Irvington,January,2019-03-19 00:00:00,30
447,Petland Discounts,Orange,January,2019-03-19 00:00:00,30
448,Petland Discounts,Westwood,January,2019-03-19 00:00:00,30
449,Petland Discounts,Jersey City,January,2019-03-19 00:00:00,30
450,Petland Discounts,North Bergen,January,2019-03-19 00:00:00,30
451,Petland Discounts,Newark,January,2019-03-19 00:00:00,30
452,Petland Discounts,Elizabeth,January,2019-03-19 00:00:00,30
453,Petland Discounts,Paterson,January,2019-03-19 00:00:00,30
454,Petland Discounts,West New York,January,2019-03-19 00:00:00,30
455,Petland Discounts,Bayonne,January,2019-03-19 00:00:00,30
456,"Siemens Demag Delaval Turbomachinery, Inc",Hamilton,January,2019-03-29 00:00:00,35
457,Winberie's Restaurant and Bar,Princeton,January,2019-01-21 00:00:00,43
458,"Anheuser-Busch Sales of New Jersey,LLC",Jersey City,February,2019-04-23 00:00:00,80
459,Dubell Lumber,Medford,February,2019-02-09 00:00:00,157
460,"H. D. Smith, LLC",Kearny,February,2019-04-05 00:00:00,66
461,Nestlé USA,Florham Park,February,2019-05-04 00:00:00,2
462,New England Motor Freight,Elizabeth,February,2019-02-15 00:00:00,1690
463,Spectrum Pharmaceuticals,Henderson,February,2019-03-15 00:00:00,2
464,Clover Health,Jersey City,March,2019-05-28 00:00:00,64
465,Eurest Services Inc/Compass Group USA,Dayton,March,2019-06-01 00:00:00,66
466,"Ethan Allen Operations, Inc.,",Passaic,April,2019-06-15 00:00:00,55
467,Exelon Generation,Forked River,April,2019-06-30 00:00:00,65
468,"J.C. Penney Corporation, Inc.",Mays Landing,April,2019-07-06 00:00:00,81
469,Walmart Inc.,Ledgewood,April,2019-04-10 00:00:00,143
470,Baker & Taylor,Bridgewater,May,2019-07-03 00:00:00,244
471,Gateway Community Action Partnership,Bridgeton,May,2019-06-30 00:00:00,169
472,"Johnson & Johnson Consumer, Inc.",New Brunswick,May,2019-07-15 00:00:00,61
473,Ryder,Avenel,May,2019-08-02 00:00:00,44
474,"The Dress Barn, Inc.; DBX, Inc., a subsidiary of The Dress Barn, Inc.; Ascena Retail Group, Inc.",Mahwah,May,2019-07-22 00:00:00,61
475,FIS Management Services,Carlstadt,June,2019-08-06 00:00:00,56
476,Media Matters For America,WASHINGTON,June,2017-08-01 00:00:00,1
477,XPO Logistics,Swedesboro,June,2019-08-16 00:00:00,269
478,"Crestron Electronics, Inc,",ROCKLEIGH,July,2019-06-27 00:00:00,1
479,First Student,Hampton,July,2019-09-15 00:00:00,95
480,"Futurewei Technologies, Inc.",Bridgewater,July,2019-09-23 00:00:00,49
481,HMS Host,Trenton,July,2019-09-06 00:00:00,308
482,Hopatcong Board of Education,Hopatcong,July,2019-06-30 00:00:00,1
483,Mennellas Super Chicken LLC,Paterson,July,2019-07-01 00:00:00,5
484,"Prime Flight Aviation Services, Inc.",Newark,July,2019-10-08 00:00:00,735
485,WSFS Bank,Burlington,July,2019-08-30 00:00:00,14
486,"Avenue Stores, LLC",Rochelle Park,August,2019-09-30 00:00:00,152
487,Baker & Taylor,Bridgewater,August,2019-05-01 00:00:00,244
488,Bed Bath & Beyond,Union,August,2019-11-15 00:00:00,80
489,"Daiichi Sankyo, Inc.",Basking Ridge,August,2019-10-07 00:00:00,68
490,First Transit,Lawnside,August,2019-10-19 00:00:00,203
491,"Nestle, USA",Keasbey,August,2019-10-18 00:00:00,64
492,Sodexo -West Orange,West Orange,August,2019-07-22 00:00:00,75
493,Southwest Airlines Co.,Dallas,August,2019-11-03 00:00:00,118
494,"The Dress Barn, Inc.; DBX, Inc., a subsidiary of The Dress Barn, Inc.; Ascena Retail Group, Inc.",Mahwah,August,2019-07-22 00:00:00,167
495,"The Dress Barn, Inc.; DBX, Inc., a subsidiary of The Dress Barn, Inc.; Ascena Retail Group, Inc.",Mahwah,August,2019-07-22 00:00:00,212
496,"Western Union, LLC and Western Union Business Solutions USA",Montvale,August,2019-10-13 00:00:00,192
497,CONAIR,East Windsor,September,2019-11-29 00:00:00,98
498,Barney's New York - Lyndhurst,Lyndhurst,October,2019-11-01 00:00:00,311
499,Barneys New York,New York,October,2019-11-01 00:00:00,311
500,Destination Maternity Corporation - Florence,Florence,October,2019-12-21 00:00:00,212
501,Destination Maternity Corporation - Moorestown,Moorestown,October,2019-12-21 00:00:00,430
502,Givaudan Flavors Corp. - Cranbury,Cranbury,October,2019-12-13 00:00:00,4
503,Givaudan Flavors Corportion - Middlesex,Middlesex,October,2019-12-13 00:00:00,100
504,Lord & Taylor,Woodbridge,October,2019-12-24 00:00:00,84
505,"WestRock, CP, LLC",Newark,October,2019-12-21 00:00:00,114
506,Alcami Corporation,Edison,November,2019-12-27 00:00:00,27
507,CarePoint Health Management Associates,Jersey City,November,2020-01-13 00:00:00,241
508,"Community Housecall Providers, LLC",Jersey City,November,2020-01-13 00:00:00,17
509,"GARDEN STATE HEALTHCARE ASSOCIATES, LLC",Jersey City,November,2020-01-13 00:00:00,161
510,"HUMC Opco, LLC, d/b/a CarePoint Health ¿ Hoboken University Medical Center",Hoboken,November,2020-01-13 00:00:00,1038
511,"Hudson Hospital Opco LLC, d/b/a CarePoint Health ¿ Christ Hospital",Jersey City,November,2020-01-13 00:00:00,1074
512,Lord & Taylor,Moorestown,November,2020-01-31 00:00:00,81
513,Neiman Marcus Last Call,Elizabeth,November,2019-11-27 00:00:00,25
514,"New Jersey Medical and Health Associates, LLC d/b/a CarePoint Health Medical Group",Old Bridge,November,2020-01-13 00:00:00,49
515,"Quality Care Associates, LLC",Jersey City,November,2020-01-13 00:00:00,159
516,Barneys New York,Lyndhurst,December,2019-12-15 00:00:00,263
517,Barneys New York Lyndhurst,Lyndhurst,December,2019-12-31 00:00:00,215
518,"Melinta Therapeutics, Inc.",Morristown,December,2020-02-14 00:00:00,61
519,Oakwood Worldwide,Totowa,December,2020-02-03 00:00:00,11
520,"Allergan, Inc",Madison,January,2018-03-16 00:00:00,308
521,"J.C. Penney Corporation, Inc.",Paramus,January,2018-03-11 00:00:00,144
522,MOL (America) Inc.,Woodbridge,January,2018-03-30 00:00:00,32
523,McKesson Corporation,Delran,January,2018-03-31 00:00:00,102
524,"NYK (North America), Inc.",Secaucus,January,2018-03-31 00:00:00,75
525,"PHH Home Loans, LLC",Mt. Laurel,January,2018-03-23 00:00:00,78
526,RAB Lighting,Northvale,January,2018-03-09 00:00:00,121
527,Sam's Club,Linden,January,2018-01-11 00:00:00,187
528,Sam's Club,Budd Lake,January,2018-01-11 00:00:00,144
529,Sam's Club,Princeton,January,2018-01-26 00:00:00,196
530,Sears Holdings,Toms River,January,2018-04-08 00:00:00,49
531,"Shiel Holdings, LLC",Rockleigh,January,2018-01-31 00:00:00,538
532,Teva Pharmaceuticals,Parsippany,January,2018-01-04 00:00:00,46
533,International Vitamin Corporation,Freehold,February,2018-05-11 00:00:00,160
534,WALMART INC,BRANCHBURG,February,2018-04-13 00:00:00,149
535,"Wyndham Worldwide Operations, Inc.",Parsippany,February,2018-04-21 00:00:00,134
536,Amazon,Jersey City,March,2018-05-31 00:00:00,77
537,Cintas Corporation,Belleville,March,2018-05-31 00:00:00,49
538,"Cintas Corporation No, 2",Belleville,March,2018-05-31 00:00:00,49
539,E.I.DuPont de Nemours and Company,Deepwater,March,2018-05-31 00:00:00,103
540,FMC Corporation,Philadelphia,March,2018-09-30 00:00:00,53
541,"Personal-Touch Home Care of N.J., Inc.",Bloomfield,March,2018-05-18 00:00:00,276
542,Teva Pharmaceuticals,Elizabeth,March,2018-05-15 00:00:00,101
543,Toys R Us,Flanders,March,2018-05-14 00:00:00,473
544,Toys R Us,Wayne,March,2018-05-14 00:00:00,1159
545,"Aramark Campus Services, LLC",Lawrenceville,April,2018-06-30 00:00:00,147
546,GEO REENTRY SERVICES LLC,Newark,April,2018-06-08 00:00:00,54
547,Lakewood Pathology Associates Inc. d/b/a Inform Diagnostics,Union,April,2018-06-08 00:00:00,117
548,"Maggy London International, Ltd.",East Rutherford,April,2018-06-29 00:00:00,80
549,"MedPlast West Berlin, Inc.",West Berlin,April,2018-06-30 00:00:00,67
550,Mercedes-Benz,Montvale,April,2018-06-29 00:00:00,115
551,"Nine West Holdings, Inc.",West Deptford,April,2018-06-04 00:00:00,102
552,Personal Touch HOme Care,Neptune,April,2018-05-18 00:00:00,53
553,Personal Touch Home Care,Roselle Park,April,2018-05-18 00:00:00,100
554,Personal Touch Home Care of NJ,Union City,April,2018-05-18 00:00:00,28
555,West-Ward Pharmacueticals Corp,Eatontown,April,2018-07-02 00:00:00,38
556,Apple Inc.,Atlantic City,May,2018-07-25 00:00:00,52
557,"Exelon Generation Company, LLC",Forked River,May,2018-06-22 00:00:00,84
558,"Mimeo.com, Inc.",Newark,May,2018-07-07 00:00:00,116
559,Tahari ASL LLC,Millburn,May,2018-07-30 00:00:00,101
560,Tory Burch LLC,Jamesburg,May,2018-07-31 00:00:00,64
561,Aramark,Plainfield,June,2018-06-29 00:00:00,13
562,Crestron Electronics,Rockleigh,June,2019-02-02 00:00:00,50
563,JP Morgan Chase & Company,Jersey City,June,2018-08-12 00:00:00,58
564,Kmart,Clifton,June,2018-09-02 00:00:00,103
565,Lawns Etc.,Wildwood,June,2017-12-31 00:00:00,1
566,Majestic Rehabilitation and Nursing Center,Jersey City,June,2018-09-05 00:00:00,166
567,"Preferred Display, Inc.",Clifton,June,2018-08-30 00:00:00,75
568,Restaurant Associates,East Rutherford,June,2018-07-31 00:00:00,73
569,TE Connectivity,Budd Lake,June,2018-08-31 00:00:00,43
570,Toys,Wayne,June,2018-08-15 00:00:00,184
571,HMS Host,Trenton,July,2018-09-14 00:00:00,287
572,"Natirar Resort Development, LLC",Peapack & Gladstone,July,2018-09-30 00:00:00,160
573,Toys,Wayne,July,2018-08-15 00:00:00,212
574,"Van Dyk Health Care, Inc.",Ridgewood,July,2018-09-12 00:00:00,216
575,hikma,Eatontown,July,2018-09-21 00:00:00,78
576,"Nestle Waters North Ameriaca, Inc.",Kearny,August,2018-10-01 00:00:00,175
577,Sears Auto Center,Mays Landing,August,2018-11-25 00:00:00,12
578,"Sears, Roebuck and Co.",Mays Landing,August,2018-11-25 00:00:00,51
579,ABM Aviation,Newark,September,2018-11-01 00:00:00,821
580,Lord & Taylor,Eatontown,September,2019-01-31 00:00:00,124
581,Seaview Dolce Hotel,Galloway,September,2018-11-26 00:00:00,229
582,Agfa Corporation,Somerville,October,2018-12-26 00:00:00,125
583,NSC National Wholesale Liquidators,Lodi,October,2019-01-01 00:00:00,152
584,Sears Auto Store 06494,Deptford,October,2018-12-31 00:00:00,10
585,"Sears, Roebuck and Company",Deptford,October,2018-12-31 00:00:00,77
586,"Sears, Roebuck and Compay",Middletown,October,2018-12-31 00:00:00,57
587,Solix,Parsippany,October,2018-12-31 00:00:00,149
588,Virtua Center for HealthFitness Washington Township,Sewell,October,2018-12-31 00:00:00,125
589,CA Technologies,Ewing,November,2019-01-07 00:00:00,54
590,Salem Clinic Corporation,Salem,November,2018-12-31 00:00:00,11
591,Salem Clinic Corporation,Salem,November,2018-12-31 00:00:00,28
592,"Salem Home Care Services, LLC",Salem,November,2018-12-31 00:00:00,19
593,Salem Hospital Corporation,Salem,November,2018-12-31 00:00:00,339
594,"Salem Medical Professionals, P.C.",Salem,November,2018-12-31 00:00:00,11
595,Sun Pharma,Cranbury,November,2019-01-31 00:00:00,96
596,"Allied Beverage Group, LLC",Mt. Laurel,December,2019-03-20 00:00:00,58
597,"Conagra Brands, Inc.",Parsippany,December,2019-03-22 00:00:00,308
598,"Conagra Brands, Inc.",Cherry Hill,December,2019-05-24 00:00:00,196
599,"IQE RF, LLC",Somerset,December,2019-01-31 00:00:00,22
600,Comcast Cable,West Deptford,January,2017-06-16 00:00:00,88
601,"Community Access Unlimited, Inc.",Cranford,January,2017-03-31 00:00:00,98
602,"General Mills, Inc. (Progresso Soup)",Vineland,January,2017-03-24 00:00:00,338
603,Macy's,Moorestown,January,2017-03-19 00:00:00,117
604,Ophthotech Corporation,Princeton,January,2017-03-17 00:00:00,69
605,PrintBuyer LLC dba Zoo Printing,West Deptford,January,2017-03-31 00:00:00,65
606,"Transdev Services, Inc.",Union,January,2017-03-31 00:00:00,64
607,"Crowne Architectural Systems, Inc.",North Bergen,February,2017-04-18 00:00:00,200
608,"Gannett Satelilite Information Network, LLC",Woodland Park,February,2017-03-25 00:00:00,125
609,"Gannett Satellite Information Network, LLC",Rockaway,February,2017-03-25 00:00:00,16
610,Impax Laboratories,Middlesex,February,2017-03-15 00:00:00,207
611,Intercapital Services North America LLC / NEX Group,Jersey City,February,2017-04-24 00:00:00,0
612,PHH Mortgage Corporation,Mount Laurel,February,2017-03-13 00:00:00,33
613,AXEON,Paulsboro,March,2017-05-01 00:00:00,115
614,Altice,Edison,March,2017-05-22 00:00:00,64
615,Community Education Centers,Newark,March,2017-05-31 00:00:00,166
616,Express Scripts,Franklin Lakes,March,2017-04-21 00:00:00,66
617,Hub City Distributing Company,Lawrenceville,March,2017-04-30 00:00:00,101
618,"NRG Energy, Inc.",Wall,March,2017-06-23 00:00:00,65
619,Quidsi,Jersey City,March,2017-06-02 00:00:00,263
620,SGS,Mawah,March,2017-05-22 00:00:00,37
621,VALID USA,So. Plainfield,March,2017-03-31 00:00:00,76
622,Walgreen Co,Swedesboro,March,2017-05-24 00:00:00,133
623,Warren Distributing Company,Blue Anchor,March,2017-04-30 00:00:00,128
624,Dollar Express - Belmar,Belmar,April,2017-06-30 00:00:00,5
625,Dollar Express - Brigantine,Brigantine,April,2017-06-30 00:00:00,8
626,Dollar Express - Elizabeth (1),Elizabeth,April,2017-06-30 00:00:00,7
627,Dollar Express - Elizabeth (2),Elizabeth,April,2017-06-30 00:00:00,10
628,Dollar Express - Ewing,Ewing,April,2017-06-30 00:00:00,9
629,Dollar Express - Glassboro,Glassboro,April,2017-06-30 00:00:00,5
630,Dollar Express - Hamilton Township,Hamilton Township,April,2017-06-30 00:00:00,9
631,Dollar Express - Irvington,Ivrington,April,2017-06-30 00:00:00,10
632,Dollar Express - Mt. Holly,Mt. Holly,April,2017-06-30 00:00:00,6
633,Dollar Express - Newark (1),Newark,April,2017-06-30 00:00:00,14
634,Dollar Express - Newark (2),Newark,April,2017-06-30 00:00:00,13
635,Dollar Express - Paterson,PatersoN,April,2017-06-30 00:00:00,8
636,Dollar Express - Pleasantville,Pleasantville,April,2017-06-30 00:00:00,9
637,Dollar Express - Vineland,Vineland,April,2017-06-30 00:00:00,7
638,Dollar Express- East Orange,East Orange,April,2017-06-30 00:00:00,11
639,Gannett Satellite Information Network - Freehold,Freehold Township,April,2017-06-04 00:00:00,213
640,"Pochet of America, Inc.",Wayne,April,2017-06-30 00:00:00,30
641,"Retail Logistics, LLC",Wayne,April,2017-06-19 00:00:00,68
642,"Ricoh USA, Inc.",West Caldwell,April,2017-06-02 00:00:00,77
643,The GEO Company,Boca Raton,April,2017-06-04 00:00:00,84
644,B & B Bachrach,Lawrence Twonship,May,2017-08-06 00:00:00,8
645,Covance Laboratories,West Trenton,May,2017-10-31 00:00:00,39
646,"Gannett Satellite Information Network, LLC",Neptune,May,2017-07-03 00:00:00,88
647,Novartis Pharmceuticals Corporation,East Hanover,May,2017-07-28 00:00:00,204
648,"Total Airport Services, LLC",Newark,May,2017-07-07 00:00:00,34
649,Compass Group USA d/b/a FLIK Lifestyles,Voorhees,June,2017-08-26 00:00:00,101
650,Davlyn,Monroe Township,June,2017-10-30 00:00:00,115
651,Holiday Inn - Cherry Hill,Cherry Hill,June,2017-06-29 00:00:00,82
652,Kellogg's,Cranbury,June,2017-07-29 00:00:00,316
653,"Maserati North America, Inc.",Englewood Cliffs,June,2017-08-11 00:00:00,32
654,Mount Laurel Center,Mount Laurel,June,2017-07-16 00:00:00,323
655,"Siemens PPAL, LLC (Newark Internation Airport O & M Contract)",Newark,June,2017-08-31 00:00:00,63
656,The Medicines Company,Parsippany,June,2017-08-01 00:00:00,52
657,Sears Holdings,Watchung,July,2017-09-17 00:00:00,126
658,Bergen Regional Medical Center,Paramus,August,2017-09-30 00:00:00,0
659,Blue Apron,Jersey City,August,2017-10-06 00:00:00,1270
660,Bristol-Myers Squibb,Lawrence Township,August,2017-10-06 00:00:00,58
661,Command Security Corporation,Los Angeles,August,2017-08-31 00:00:00,113
662,"JHT Corporation (f/k/a JPC Enterprises, Inc. t/a Jersey Paper Plus)",Edison,August,2017-10-28 00:00:00,111
663,Maserati North America,Englewood Cliffs,August,2017-10-10 00:00:00,2
664,RDSL Urban NY LLC,Carlstadt,August,2017-11-14 00:00:00,8
665,S.S. White Technologies,Piscataway,August,2017-10-15 00:00:00,126
666,Hard Rock Cafe,Atlantic City,September,2017-11-01 00:00:00,96
667,"Shiel Holdings, LLC",Rockleigh,September,2017-12-31 00:00:00,538
668,St. Joseph's Regional Medical Center:DSS Program,Paterson,September,2017-10-13 00:00:00,8
669,Bristol-Myers Squibb,New Brunswick,October,2017-12-31 00:00:00,61
670,CVS Health,East Northport,October,2017-12-15 00:00:00,12
671,Eli Lilly,Bridgewater,October,2018-01-31 00:00:00,78
672,Hospital Central Services Cooperative - Laundry,Camden,October,2017-11-28 00:00:00,81
673,Maserati North America,Englewood Cliffs,October,2017-12-22 00:00:00,1
674,Tessler & Weiss,Union,October,2017-12-31 00:00:00,150
675,"Vitamin Shoppe Industries, Inc.",North Bergen,October,2017-12-01 00:00:00,139
676,"Aerogroup International, Inc.",Edison,November,2018-01-08 00:00:00,141
677,ImClone Systems LLC,Branchburg,November,2018-01-31 00:00:00,77
678,Lux Home,West Caldwell,November,2018-01-19 00:00:00,137
679,Zenith Education Group,South Plainfield,November,2018-01-08 00:00:00,41
680,Axeon Specialty Products LLC,Paulsboro,December,2018-02-01 00:00:00,5
681,Fidelity Care Inc.,Garfield,December,2018-02-17 00:00:00,147
682,Giles & Ransome,Hammonton,December,2018-02-05 00:00:00,67
683,Louis Vuitton USA Inc.,Atlantic City,December,2018-01-03 00:00:00,6
684,The Medicines Company,Parsippany,December,2018-02-14 00:00:00,18
685,"Reiss Manufacturing, Inc.",Englishtown,January,2016-03-21 00:00:00,125
686,"Airway Cleaners, LLC",Rockville Centre,February,2016-04-15 00:00:00,81
687,Cadbury Senior Lifestyles,Cherry Hill,February,2016-04-30 00:00:00,255
688,"Enclara Health, LLC",West Deptford,February,2016-05-01 00:00:00,100
689,Inspira Health Network,Vineland,February,2016-04-25 00:00:00,105
690,Kmart Corporation,Lodi,February,2016-04-17 00:00:00,75
691,New York Life Insurance Company,Parsippany,February,2017-02-17 00:00:00,2
692,New York Life Insurance Company,Lebanon,February,2016-07-22 00:00:00,68
693,St. Francis Life Care Corporation (dba Franciscan Oaks),Denville,February,2016-04-30 00:00:00,257
694,The Hertz Corporation,Park Ridge,February,2016-03-31 00:00:00,63
695,Mother Teresa Regional School,Atlantic Highlands,March,2016-06-30 00:00:00,24
696,Royal Ingredients LLC,Swedesboro,March,2016-05-20 00:00:00,80
697,Colgate-Palmolive,Morristown,April,2016-06-15 00:00:00,300
698,Precision Motor Transport Group LLC,Jersey City,April,2016-06-30 00:00:00,69
699,Unilever United States In,Englewood Cliffs,April,2016-06-30 00:00:00,106
700,Graphic Packaging,Piscataway,May,2016-07-16 00:00:00,117
701,"Hennes and Mauritz, L. P.",North Arlington,May,2016-07-30 00:00:00,156
702,"Sports Authority, Inc. - New Jersey Distribution Center #843",Burlington,May,2016-06-10 00:00:00,88
703,Acuity Brands Lighting,Edison,June,2016-08-16 00:00:00,168
704,Inspira Medical Center,Millville,June,2016-08-10 00:00:00,23
705,Inspira Medical Center,Bridgeton,June,2016-08-10 00:00:00,22
706,Inspira Medical Center,Vineland,June,2016-08-10 00:00:00,22
707,Meridian Services Group,Hamilton,June,2016-06-30 00:00:00,97
708,Saks Fifth Avenue,Short Hills,June,2016-09-10 00:00:00,137
709,Sisters of Charity of Saint Elizabeth/Saint Anne Villa,Florham Park,June,2016-08-01 00:00:00,135
710,VALID USA,So. Plainfield,June,2016-07-08 00:00:00,144
711,"Chanel, Inc",Piscataway,July,2016-09-30 00:00:00,75
712,Community Development Institute Head Start,Newark,July,2016-08-31 00:00:00,237
713,Family Promise of Passaic County,Passaic,July,2016-07-31 00:00:00,5
714,First Student,Cologne,July,2016-08-11 00:00:00,65
715,"Heyco Products, Inc.",Toms River,July,2016-09-30 00:00:00,107
716,Jordan Transportation,Parsippany,July,2016-08-30 00:00:00,81
717,"Kenco Logistic Services, LLC",Robbinsville,July,2016-09-18 00:00:00,415
718,"Graham PackagingCompany, L.P.",Belvidere,August,2016-09-26 00:00:00,71
719,Hard Rock Cafe,Atlantic City,August,2016-10-05 00:00:00,105
720,I L Mulino,Atlantic City,August,2016-10-10 00:00:00,60
721,"OKI Data Americas, Inc.",Mt. Laurel,August,2016-09-30 00:00:00,38
722,"Qualcomm Atheros, Inc.",Red Bank,August,2016-09-23 00:00:00,76
