,company_name,location,notice_date,layoff_date,employees_affected,Recieved Date
1736,Liberty Mutual Insurance Company,Corsicana,1999-08-06 00:00:00,1999-10-16 00:00:00,56.0,755
1737,Stone Container Corporation (Smurfit),Dallas,1999-08-11 00:00:00,1999-11-13 00:00:00,150.0,760
1738,"Iteq Storage Systems, Inc.",Houston,1999-08-12 00:00:00,1999-10-11 00:00:00,108.0,763
1739,Grant Prideco-Houston-1,Houston,1999-08-13 00:00:00,1999-10-15 00:00:00,45.0,765
1740,Perry Equipment Corporation,Mineral Wells,1999-08-25 00:00:00,1999-11-15 00:00:00,70.0,2216
1741,Sonat Exploration Company,Tyler,1999-08-31 00:00:00,1999-10-31 00:00:00,100.0,772
1742,Justin Boot Company,Ft. Worth,1999-09-01 00:00:00,1999-12-31 00:00:00,108.0,792
1743,"Q. C. Onics, Inc.",La Feria,1999-09-03 00:00:00,1999-09-27 00:00:00,90.0,773
1744,"Central Texas Hospital, Inc.",Cameron,1999-08-31 00:00:00,1999-11-05 00:00:00,82.0,774
1745,"Olicom, Inc.",Richardson,1999-09-01 00:00:00,1999-11-01 00:00:00,64.0,775
1746,Sterling Software,Plano,1999-09-01 00:00:00,1999-09-01 00:00:00,78.0,776
1747,Builders Square #1401,San Antonio,1999-09-09 00:00:00,1999-09-09 00:00:00,92.0,788
1748,Builders Square #1008,Amarillo,1999-09-09 00:00:00,1999-09-09 00:00:00,106.0,781
1749,Builders Square #1341,McAllen,1999-09-09 00:00:00,1999-09-09 00:00:00,90.0,784
1750,Builders Square #1590,Laredo,1999-09-09 00:00:00,1999-09-09 00:00:00,89.0,790
1751,Builders Square #1348,Brownsville,1999-09-09 00:00:00,1999-09-09 00:00:00,105.0,786
1752,Builders Square #1406,Lubbock,1999-09-09 00:00:00,1999-09-09 00:00:00,73.0,789
1753,"Mansfield Plumbing Products, Inc.",Kilgore,1999-09-21 00:00:00,1999-09-21 00:00:00,90.0,795
1754,Host Marriott,Dallas,1999-09-21 00:00:00,1999-11-03 00:00:00,20.0,796
1755,"Saturn Housing, Llc",Gainesville,1999-09-27 00:00:00,1999-11-26 00:00:00,170.0,805
1756,Wackenhut Corrections,Austin,1999-09-27 00:00:00,1999-11-08 00:00:00,300.0,803
1757,Raytheon Systems Co. - Richardson,Richardson,1999-09-29 00:00:00,1999-11-29 00:00:00,390.0,813
1758,Chase Manhattan Mortgage Corporation,Houston,1999-10-04 00:00:00,1999-12-02 00:00:00,160.0,822
1759,"B/E Aerospace, Inc.",Houston,1999-10-14 00:00:00,1999-12-13 00:00:00,127.0,838
1760,"Booth, Inc.",Dallas,1999-10-11 00:00:00,1999-12-10 00:00:00,122.0,827
1761,R. J. Gallagher Company,Houston,1999-10-14 00:00:00,1999-12-15 00:00:00,0.0,832
1762,Sun Apparel,El Paso,1999-10-06 00:00:00,1999-12-10 00:00:00,102.0,833
1763,Decker Food Company,Garland,1999-10-26 00:00:00,1999-12-26 00:00:00,284.0,2206
1764,"Teleservice Resources, Inc.",Austin,1999-10-28 00:00:00,1999-12-17 00:00:00,214.0,2207
1765,Southwest General Hospital,San Antonio,1999-10-27 00:00:00,1999-12-31 00:00:00,0.0,2208
1766,Fleming Foods,San Antonio,1999-11-01 00:00:00,2000-01-15 00:00:00,195.0,2211
1767,National Oilwell - Houston,Houston,1999-10-15 00:00:00,1999-12-18 00:00:00,70.0,2238
1768,AccuBanc Mortgage Corporation,Dallas,1999-11-01 00:00:00,1999-12-31 00:00:00,96.0,2215
1769,Maxus Energy Corporation - Dallas,Dallas,1999-09-15 00:00:00,1999-11-15 00:00:00,55.0,2214
1770,Odessa Regional Hospital,Odessa,1999-10-29 00:00:00,1999-12-31 00:00:00,0.0,2239
1771,The Workforce Network,Ft. Worth,1999-11-03 00:00:00,1999-10-08 00:00:00,45.0,2219
1772,Blue Cross/Blue Shield,Richardson,1999-10-28 00:00:00,1999-12-31 00:00:00,36.0,2218
1773,Target Stores - Houston,Houston,1999-11-01 00:00:00,2000-01-29 00:00:00,116.0,2220
1774,"Texas Health Choice, L.C.  - Irving",Irving,1999-10-27 00:00:00,1999-12-26 00:00:00,12.0,2224
1775,"Texas Health Choice, L.C. - Plano",Plano,1999-10-27 00:00:00,1999-12-26 00:00:00,7.0,2241
1776,"Texas Health Choice, L.C.  - Arlington",Arlington,1999-10-27 00:00:00,1999-12-26 00:00:00,17.0,2226
1777,Target,Hurst,1999-11-15 00:00:00,2000-01-08 00:00:00,0.0,2227
1778,American Garment Finishers,El Paso,1999-11-12 00:00:00,2000-01-15 00:00:00,343.0,2240
1779,Equistar - La Porte,La Porte,1999-12-01 00:00:00,2000-01-31 00:00:00,78.0,2254
1780,"Ethicon, Inc.",San Angelo,1999-12-03 00:00:00,1999-12-03 00:00:00,40.0,815
1781,Baylor Medical Center - Ellis County,Ennis,1999-12-06 00:00:00,2000-02-04 00:00:00,153.0,2257
1782,"ANR Pipeline Company, HIOS Operations",Sabine Pass,1999-12-01 00:00:00,2000-02-01 00:00:00,98.0,2256
1783,"PhyCor of San Antonio, P.A.-3",San Antonio,1999-12-08 00:00:00,2000-01-17 00:00:00,45.0,2262
1784,NuTone,Coppell,1999-12-09 00:00:00,2000-02-07 00:00:00,115.0,2268
1785,IBM Geography Support Ctr.,Sugar Land,1999-12-08 00:00:00,2000-02-07 00:00:00,60.0,2269
1786,"Columbia Energy Services, Corp.",Houston,1999-12-14 00:00:00,2000-02-14 00:00:00,116.0,2278
1787,Memorial Hermann Behavioral Health Ctr,Houston,1999-12-13 00:00:00,2000-01-29 00:00:00,51.0,2285
1788,The Image Bank,Dallas,1999-12-17 00:00:00,2000-02-18 00:00:00,109.0,2289
1789,"Austin Industrial, Inc.",Houston,1999-12-21 00:00:00,2000-02-29 00:00:00,40.0,2330
1790,"Pinacor, Inc.",Allen,1999-12-14 00:00:00,2000-02-15 00:00:00,98.0,2292
1791,"Cana, Inc.",Cleburne,1999-12-23 00:00:00,2000-01-03 00:00:00,52.0,2291
1792,"Sears, Roebuck and Company",Dallas,2000-01-05 00:00:00,2000-03-05 00:00:00,168.0,2310
1793,Century Telephone of San Marcos Inc.,San Marcos,2000-01-11 00:00:00,2000-02-01 00:00:00,200.0,2314
1794,"Gatesville Walls Industries, Inc.",Gatesville,2000-01-12 00:00:00,2000-03-13 00:00:00,109.0,2315
1795,"Compucom Systems, Inc. - Houston",Houston,2000-01-13 00:00:00,2000-01-12 00:00:00,190.0,2321
1796,"Great Western Publishing, Inc.",Stafford,2000-01-13 00:00:00,2000-03-14 00:00:00,86.0,2322
1797,Centra - Richardson,Richardson,2000-01-19 00:00:00,2000-03-31 00:00:00,99.0,2325
1798,Saks Town and Country Mall,Houston,2000-01-19 00:00:00,2000-01-22 00:00:00,94.0,2323
1799,Home Interiors and Gifts,Garland,2000-01-14 00:00:00,2000-03-18 00:00:00,71.0,2339
1800,Beatrice Foods,Denison,2000-01-25 00:00:00,2000-03-31 00:00:00,120.0,2340
1801,Williams Field Services,Houston,2000-01-20 00:00:00,2000-04-01 00:00:00,39.0,2341
1802,Home Interiors and Gifts - Carrollton2,Carrollton,2000-01-27 00:00:00,2000-05-12 00:00:00,68.0,2505
1803,Homeco,McKinney,2000-01-27 00:00:00,2000-04-28 00:00:00,122.0,2396
1804,Charter BHS of Kingwood,Kingwood,2000-01-28 00:00:00,2000-01-27 00:00:00,125.0,2351
1805,Houston Astrodome,Houston,2000-01-31 00:00:00,2000-03-31 00:00:00,1061.0,2352
1806,Charter Haven BHS,DeSoto,2000-01-28 00:00:00,2000-01-27 00:00:00,181.0,2346
1807,Charter Plains BHS,Lubbock,2000-01-28 00:00:00,2000-01-27 00:00:00,71.0,2349
1808,Charter Palms BHS,McAllen,2000-01-28 00:00:00,2000-01-27 00:00:00,102.0,2348
1809,Charter Grapevine BHS,Grapevine,2000-01-28 00:00:00,2000-01-27 00:00:00,121.0,2350
1810,Town & Country Homes - Division of Cavalier Mfg.,Mineral Wells,2000-02-03 00:00:00,2000-04-04 00:00:00,155.0,2374
1811,Victor Equipment Co.,Denton,2000-02-04 00:00:00,2001-03-12 00:00:00,94.0,2376
1812,Renaissance Women's Center of Austin,Austin,2000-01-31 00:00:00,2000-03-31 00:00:00,119.0,2377
1813,Charter BHS of Corpus Christi,Corpus Ch,2000-01-28 00:00:00,2000-01-27 00:00:00,148.0,2378
1814,Heinz Pet Products,El Paso,2000-02-08 00:00:00,2000-06-30 00:00:00,351.0,2382
1815,Western Interstate Bank Corporation,Dallas,2000-02-09 00:00:00,2000-04-11 00:00:00,150.0,2386
1816,Dallas Peter Pan Peanut Butter,Dallas,2000-02-04 00:00:00,2000-04-14 00:00:00,23.0,2383
1817,PAS Financial Group,Irving,2000-02-07 00:00:00,2000-03-31 00:00:00,48.0,2395
1818,Home Interiors and Gifts - Coppell,Coppell,2000-02-14 00:00:00,2000-06-30 00:00:00,143.0,2400
1819,Houston Northwest Medical Center-,Houston,2000-02-01 00:00:00,2000-04-01 00:00:00,60.0,2402
1820,Providence Memorial  Hospital,El Paso,2000-01-27 00:00:00,2000-04-01 00:00:00,0.0,2405
1821,United States Auto Club - Irving2,Irving,2000-02-15 00:00:00,2000-04-18 00:00:00,20.0,2416
1822,Valley Baptist Medical Center,Harlingen,2000-02-18 00:00:00,2000-04-24 00:00:00,0.0,2420
1823,Pratt & Whitney,Arlington,2000-02-24 00:00:00,2000-04-24 00:00:00,140.0,2425
1824,Bird Life Design,Dallas,2000-02-15 00:00:00,2000-04-20 00:00:00,48.0,2428
1825,"Kinder Morgan, Inc.",Houston,2000-02-23 00:00:00,2000-04-26 00:00:00,241.0,2432
1826,US Airways - Dallas,Dallas,2000-02-24 00:00:00,2000-03-25 00:00:00,0.0,2433
1827,US Airways - Houston,Houston,2000-02-24 00:00:00,2000-03-25 00:00:00,0.0,2434
1828,"American Recreation Products, Inc.",Mineola,2000-02-29 00:00:00,2000-05-26 00:00:00,124.0,2437
1829,Cendant Corporation - Arlington,Arlington,2000-03-01 00:00:00,2000-04-28 00:00:00,15.0,2443
1830,Overhead Door Corporation,Dallas,2000-02-29 00:00:00,2000-04-30 00:00:00,90.0,2444
1831,Weyerhaeuser,Houston,2000-03-01 00:00:00,2000-03-01 00:00:00,92.0,2445
1832,ATX Technologies,San Antonio,2000-03-08 00:00:00,2000-05-08 00:00:00,66.0,2449
1833,Rosewood Medical Center,Houston,2000-02-04 00:00:00,2000-04-04 00:00:00,428.0,2451
1834,Mobil Corporation,The Woodlands,2000-03-09 00:00:00,2000-02-01 00:00:00,50.0,2452
1835,Mobil Corporation - Midland,Midland,2000-03-09 00:00:00,2000-02-01 00:00:00,91.0,2454
1836,"Texas Health Choice, L.C.  - Arlington",Arlington,2000-03-13 00:00:00,2000-05-12 00:00:00,10.0,2465
1837,"Texas Health Choice, L.C. - Dallas3",Dallas,2000-03-13 00:00:00,2000-05-12 00:00:00,30.0,2462
1838,"Texas Health Choice, L.C. - Ft. Worth",Ft. Worth,2000-03-13 00:00:00,2000-05-12 00:00:00,10.0,2464
1839,Fleming,Lubbock,2000-03-21 00:00:00,2000-05-22 00:00:00,143.0,2471
1840,Bristol Hotel & Resorts,Addison,2000-03-30 00:00:00,2000-06-03 00:00:00,250.0,2482
1841,Tucker Housewares Division,Arlington,2000-04-06 00:00:00,2000-04-05 00:00:00,200.0,2488
1842,"Ethicon, Inc.",San Angelo,2000-04-05 00:00:00,2000-07-02 00:00:00,80.0,2490
1843,Pall Corporation,Webster,2000-04-11 00:00:00,2000-07-31 00:00:00,99.0,2491
1844,Don Pablos Operating Corp et al,Bedford,2000-04-20 00:00:00,2000-04-21 00:00:00,56.0,2507
1845,"Texas Health Choice, L.C. - Dallas",Dallas,2000-04-18 00:00:00,2000-06-16 00:00:00,19.0,2510
1846,"Texas Health Choice, L.C. - Ft. Worth",Ft. Worth,2000-04-18 00:00:00,2000-06-16 00:00:00,15.0,2511
1847,The Minute Maid Company,Houston,2000-04-25 00:00:00,2000-03-25 00:00:00,53.0,2519
1848,Evi Audio Systems,Austin,2000-04-27 00:00:00,2000-07-21 00:00:00,127.0,2521
1849,Pearl Brewing Company,San Antonio,2000-04-25 00:00:00,2000-06-30 00:00:00,340.0,2520
1850,PG&E Energy Trading,Houston,2000-04-26 00:00:00,2000-04-28 00:00:00,187.0,2526
1851,Chase Manhattan Mortgage Corporation - Houston,Houston,2000-04-24 00:00:00,2000-06-19 00:00:00,50.0,2527
1852,J.C. Penney-Houston,Houston,2000-04-27 00:00:00,2000-06-24 00:00:00,85.0,2546
1853,Rural/Metro Ambulance,Houston,2000-05-01 00:00:00,2000-07-03 00:00:00,30.0,2550
1854,Northwest Airlines,Houston,2000-05-01 00:00:00,1999-06-30 00:00:00,45.0,2547
1855,Rural/Metro Medical Services,Carrollton,2000-05-01 00:00:00,2000-07-02 00:00:00,60.0,2533
1856,"Kitty Hawk International, Inc.",San Antonio,2000-04-29 00:00:00,2000-04-30 00:00:00,2.0,2553
1857,"Kitty Hawk International, Inc. - Ft. Worth",Ft. Worth,2000-04-29 00:00:00,2000-04-30 00:00:00,75.0,2554
1858,"Hillman Group, Inc.",Dallas,2000-05-03 00:00:00,2000-07-15 00:00:00,45.0,2556
1859,Southwest Mental Health Center,San Antonio,2000-05-08 00:00:00,2000-06-30 00:00:00,110.0,2557
1860,GE Financial Assurance,Dallas,2000-05-17 00:00:00,2000-07-22 00:00:00,188.0,2564
1861,PG&E Energy Services,Houston,2000-05-17 00:00:00,2000-07-20 00:00:00,81.0,2566
1862,Universal Display and Fixtures Company,Garland,2000-04-14 00:00:00,2000-07-14 00:00:00,25.0,2569
1863,Uncle Ben's Inc,Houston,2000-05-15 00:00:00,2000-07-15 00:00:00,15.0,2570
1864,"Maersk, Inc.",Dallas,2000-05-23 00:00:00,2000-07-25 00:00:00,180.0,2578
1865,Randstad,Dallas,2000-05-24 00:00:00,2000-07-25 00:00:00,74.0,2583
1866,Transamerica Mortgage Company,Dallas,2000-04-28 00:00:00,2000-07-05 00:00:00,69.0,2585
1867,Arrow Industries,Carrollton,2000-06-01 00:00:00,2000-10-01 00:00:00,485.0,2586
1868,Arrow Industries2,Farmers Branch,2000-06-01 00:00:00,2000-08-01 00:00:00,225.0,2595
1869,Menasco,Euless,2000-06-01 00:00:00,2000-09-30 00:00:00,335.0,2608
1870,TicketMaster - Dallas,Dallas,2000-06-02 00:00:00,2000-09-30 00:00:00,382.0,2629
1871,Lockheed Martin Tactical Aircraft Systems2,Ft. Worth,2000-06-09 00:00:00,2000-08-21 00:00:00,45.0,2601
1872,"Johnson & Johnson Medical, Inc.",Arlington,2000-06-23 00:00:00,2000-09-01 00:00:00,330.0,2618
1873,"Texas Health Choice, L.C. - Plano",Plano,2000-06-30 00:00:00,2000-08-26 00:00:00,8.0,2638
1874,"Texas Health Choice, L.C. - Ft. Worth",Ft. Worth,2000-06-30 00:00:00,2000-08-26 00:00:00,59.0,2636
1875,"Texas Health Choice, L.C. - Dallas",Dallas,2000-06-30 00:00:00,2000-08-26 00:00:00,60.0,2634
1876,"AmeriHealth of Texas, Inc.",Houston,2000-06-29 00:00:00,2000-08-31 00:00:00,66.0,2645
1877,"AmeriHealth  of Texas, Inc. - Dallas",Dallas,2000-06-29 00:00:00,2000-08-31 00:00:00,40.0,2646
1878,"Aii Technologies, Inc.",El Paso,2000-06-30 00:00:00,2000-06-30 00:00:00,245.0,2644
1879,"Ohmstede, Inc.",Beaumont,2000-06-30 00:00:00,2000-08-31 00:00:00,60.0,2647
1880,"Lycos, Inc. - Bedford",Bedford,2000-07-05 00:00:00,2000-08-27 00:00:00,25.0,2648
1881,Telxon Corporation,Houston,2000-07-07 00:00:00,2000-09-05 00:00:00,74.0,2652
1882,Tia Rosa,Mercedes,2000-07-10 00:00:00,2000-07-14 00:00:00,40.0,2660
1883,"Baskin Robbins USA, Co.",Bryan,2000-07-14 00:00:00,2000-09-15 00:00:00,68.0,2659
1884,J. L. Hammett Company,Dallas,2000-07-15 00:00:00,2000-09-15 00:00:00,54.0,2661
1885,GE Capital Card Services,Dallas,2000-07-18 00:00:00,2000-08-28 00:00:00,79.0,2663
1886,Wards - Ft. Worth,Fort Worth,2000-07-18 00:00:00,2000-09-17 00:00:00,180.0,2664
1887,"Gerber Childrenswear, Inc.",Ballinger,2000-07-14 00:00:00,2000-09-14 00:00:00,34.0,2662
1888,"Homebuilder.com, Inc.",Dallas,2000-07-19 00:00:00,2000-09-15 00:00:00,52.0,2669
1889,South Park Rehabilitation and Nursing Center,Corpus Christi,2000-07-25 00:00:00,2000-08-04 00:00:00,116.0,2670
1890,National TechTeam,Ft. Worth,2000-07-26 00:00:00,2000-09-30 00:00:00,127.0,2673
1891,Target Stores - Ft. Worth,Ft. Worth,2000-07-27 00:00:00,2000-10-03 00:00:00,0.0,2676
1892,Kmart,San Antonio,2000-07-31 00:00:00,2000-11-01 00:00:00,9.0,2675
1893,Neuman Distribution Company,San Antonio,2000-07-27 00:00:00,2000-09-30 00:00:00,97.0,2677
1894,SpectraPoint Wireless,Richardson,2000-07-28 00:00:00,2000-07-28 00:00:00,197.0,2678
1895,"Tartan Textile Services, Inc.",Corpus Ch,2000-08-01 00:00:00,2000-10-02 00:00:00,79.0,2679
1896,Lackawanna Leather Division,El Paso,2000-08-04 00:00:00,2000-08-14 00:00:00,94.0,2680
1897,Flowserve - Houston,Houston,2000-08-14 00:00:00,2000-08-14 00:00:00,22.0,2688
1898,Ardco/Traverse Lift LLC,Houston,2000-08-14 00:00:00,2000-10-09 00:00:00,57.0,2696
1899,Equipto,Dallas,2000-08-02 00:00:00,2000-10-15 00:00:00,51.0,2687
1900,"Con-Way Truckload Services, Inc.",Ft. Worth,2000-08-22 00:00:00,2000-10-21 00:00:00,90.0,2716
1901,Fruit of the Loom,Harlingen,2000-09-12 00:00:00,2000-11-11 00:00:00,57.0,2737
1902,"Cascade Die Casting Group, Inc.",Garland,2000-09-13 00:00:00,2000-11-12 00:00:00,60.0,2741
1903,"Vastar Resources, Inc.",Houston,2000-09-14 00:00:00,2000-09-15 00:00:00,210.0,2742
1904,North American Medical Management Company,Houston,2000-09-14 00:00:00,2000-11-15 00:00:00,150.0,2744
1905,El Paso Natural Gas,El Paso,2000-09-15 00:00:00,2001-01-15 00:00:00,100.0,2745
1906,"Texas Health Choice, L.C. - Ft. Worth",Ft. Worth,2000-09-15 00:00:00,2000-11-15 00:00:00,24.0,2751
1907,"Texas Health Choice, L.C. - Dallas",Dallas,2000-09-15 00:00:00,2000-11-15 00:00:00,56.0,2750
1908,"U.S. Intec, Inc.",Port Arthur,2000-09-13 00:00:00,2000-11-13 00:00:00,122.0,2748
1909,Covenant Behavioral Health,San Antonio,2000-09-19 00:00:00,2000-11-17 00:00:00,165.0,2747
1910,Innoventry,Ft. Worth,2000-09-20 00:00:00,2000-11-20 00:00:00,72.0,2758
1911,"Beal Aerospace Technologies, Inc.",Frisco,2000-09-21 00:00:00,2000-11-14 00:00:00,71.0,2760
1912,"Beal Aerospace Technologies, Inc. - McGregor",McGregor,2000-09-21 00:00:00,2000-11-14 00:00:00,5.0,2761
1913,Parana Supplies Corporation,El Paso,2000-09-27 00:00:00,2000-11-30 00:00:00,64.0,2768
1914,GNB Technologies,Dallas,2000-09-29 00:00:00,2000-11-30 00:00:00,255.0,2773
1915,Chase Retirement Solutions Group,Houston,2000-09-28 00:00:00,2000-12-01 00:00:00,105.0,2772
1916,Money's Mushrooms Ltd.,Hillsboro,2000-10-05 00:00:00,2000-12-31 00:00:00,159.0,2779
1917,Fechheimer Band Uniform Company,San Antonio,2000-10-06 00:00:00,2000-12-08 00:00:00,139.0,2781
1918,"Fortra Fiber-Cement, Inc.",Waxahachie,2000-10-09 00:00:00,2000-10-06 00:00:00,131.0,2783
1919,Associates First Capital Corporation,Irving,2000-10-13 00:00:00,2001-01-05 00:00:00,1154.0,2797
1920,"Prism Communication Services, Inc.",Dallas,2000-10-09 00:00:00,2000-10-03 00:00:00,2.0,2786
1921,McKessonHBOC,San Antonio,2000-10-09 00:00:00,2000-12-14 00:00:00,53.0,2793
1922,"Symbol Technologies, Inc.",Houston,2000-10-17 00:00:00,2001-01-05 00:00:00,50.0,2861
1923,eFunds,Dallas,2000-10-17 00:00:00,2001-01-16 00:00:00,177.0,2796
1924,Lipton,Dallas,2000-10-24 00:00:00,2001-01-31 00:00:00,140.0,2806
1925,"Walls Industries, Inc.",Snyder,2000-10-26 00:00:00,2000-12-31 00:00:00,95.0,2813
1926,General Magnetic,Dallas,2000-10-30 00:00:00,2000-12-30 00:00:00,110.0,2821
1927,Louisiana Pacific Corporation - New Waverly,New Waverly,2000-10-30 00:00:00,2000-11-01 00:00:00,300.0,2823
1928,"Texas Health Choice, L.C. - Houston",Houston,2000-10-27 00:00:00,2000-12-18 00:00:00,14.0,2830
1929,Associates First Capital Corporation,Irving,2000-11-03 00:00:00,2001-01-05 00:00:00,0.0,2860
1930,Blue Cross/Blue Shield of Texas-Irving,Irving,2000-10-28 00:00:00,2000-12-29 00:00:00,163.0,2859
1931,Verizon,Jayton,2000-11-06 00:00:00,2000-11-13 00:00:00,80.0,2868
1932,PCOrder.com,Austin,2000-11-02 00:00:00,2000-11-06 00:00:00,100.0,2864
1933,"Netpliance, Inc.",Austin,2000-11-10 00:00:00,2001-01-09 00:00:00,93.0,2866
1934,marchFirst - Houston,Houston,2000-11-13 00:00:00,2000-11-14 00:00:00,11.0,2879
1935,Danka Office Imaging Company,Irving,2000-11-07 00:00:00,2001-01-15 00:00:00,160.0,2875
1936,Garden.com,Austin,2000-11-15 00:00:00,2000-11-15 00:00:00,150.0,2872
1937,marchFirst - Dallas,Dallas,2000-11-13 00:00:00,2000-11-14 00:00:00,12.0,2877
1938,marchFirst - Austin,Austin,2000-11-13 00:00:00,2000-11-14 00:00:00,12.0,2876
1939,Ameripol - Synpol,Port Neches,2000-11-17 00:00:00,2000-12-06 00:00:00,161.0,2884
1940,Aetna US Healthcare,Spring,2000-11-14 00:00:00,2000-11-03 00:00:00,109.0,2893
1941,Premier Aviation,Grand Prairie,2000-11-21 00:00:00,2000-11-20 00:00:00,120.0,2892
1942,United Advertising Media,Dallas,2000-11-22 00:00:00,2000-12-31 00:00:00,84.0,2894
1943,American Wood subsidiary of S N E Enterprises,Commerce,2000-11-22 00:00:00,2001-01-01 00:00:00,50.0,2895
1944,"SCI Management, L.P.",Houston,2000-11-22 00:00:00,2001-01-26 00:00:00,0.0,2896
1945,"Memorial Sisters of Charity HMO, L.L.C.",Houston,2000-11-30 00:00:00,2001-02-03 00:00:00,47.0,2901
1946,The Perrier Group of America,Irving,2000-11-30 00:00:00,2001-03-01 00:00:00,86.0,2905
1947,"Symbol Technologies, Inc.",Houston,2000-12-04 00:00:00,2001-02-01 00:00:00,258.0,2906
1948,Objectspace,Dallas,2000-11-30 00:00:00,2000-11-30 00:00:00,78.0,2910
1949,Associates First Capital Corporation,Irving,2000-12-06 00:00:00,2001-01-31 00:00:00,96.0,2913
1950,Indian Creek Tree Farm,Carrollton,2000-12-06 00:00:00,2001-02-14 00:00:00,25.0,2914
1951,M/A/R/C Group,Denton,2000-12-13 00:00:00,2001-03-02 00:00:00,250.0,2941
1952,"3DFX Interactive, Inc. - Richardson",Richardson,2000-12-14 00:00:00,2001-02-12 00:00:00,146.0,2926
1953,"VF Imagewear (West), Inc.",Clarksville,2000-12-12 00:00:00,2001-02-28 00:00:00,60.0,2927
1954,"Vectris Telecom, Inc.",Austin,2000-12-15 00:00:00,2000-12-15 00:00:00,120.0,2925
1955,"FairPoint Communications, Inc.",Irving,2000-12-18 00:00:00,2001-02-16 00:00:00,140.0,2929
1956,"Specialized Card Services, Inc.",Harker Heights,2000-12-18 00:00:00,2001-02-15 00:00:00,128.0,2928
1957,"Bon L Campto, LP",El Campo,2000-12-14 00:00:00,2001-02-16 00:00:00,24.0,2930
1958,Flextronics Enclosures - Houston,Houston,2000-12-27 00:00:00,2001-02-28 00:00:00,73.0,2944
1959,City Mortgage Services,Roanoke,2000-12-22 00:00:00,2000-12-22 00:00:00,22.0,2942
1960,Montgomery Ward - Dallas,Dallas,2000-12-28 00:00:00,2001-03-13 00:00:00,62.0,3005
1961,Montgomery Ward - Brownsville,Brownsville,2000-12-28 00:00:00,2001-03-13 00:00:00,99.0,3027
1962,Montgomery Ward - Corsicana,Corsicana,2000-12-28 00:00:00,2001-03-31 00:00:00,200.0,2965
1963,Montgomery Ward - Houston,Houston,2000-12-28 00:00:00,2001-04-01 00:00:00,75.0,2976
1964,Montgomery Ward - Hurst,Hurst,2000-12-28 00:00:00,2001-03-13 00:00:00,170.0,3010
1965,Montgomery Ward - Amarillo,Amarillo,2000-12-28 00:00:00,2001-03-13 00:00:00,97.0,3008
1966,Montgomery Ward - Abilene,Abilene,2000-12-28 00:00:00,2001-03-13 00:00:00,82.0,3003
1967,Montgomery Ward - Texarkana,Texarkana,2000-12-28 00:00:00,2001-03-13 00:00:00,82.0,3033
1968,Montgomery Ward - Lubbock,Lubbock,2000-12-28 00:00:00,2001-03-13 00:00:00,113.0,3009
1969,Montgomery Ward - Temple,Temple,2000-12-28 00:00:00,2001-03-13 00:00:00,96.0,3031
1970,Montgomery Ward - Corpus Christi,Corpus Ch,2000-12-28 00:00:00,2001-03-13 00:00:00,124.0,3029
1971,Montgomery Ward - Odessa,Odessa,2000-12-28 00:00:00,2001-03-13 00:00:00,95.0,3036
1972,Montgomery Ward - Pharr,Pharr,2000-12-28 00:00:00,2001-03-13 00:00:00,138.0,3025
1973,Montgomery Ward - Waco,Waco,2000-12-28 00:00:00,2001-03-13 00:00:00,123.0,3032
1974,Montgomery Ward - El Paso2,El Paso,2000-12-28 00:00:00,2001-03-13 00:00:00,197.0,3014
1975,Montgomery Ward - Laredo,Laredo,2000-12-28 00:00:00,2001-03-13 00:00:00,131.0,3035
1976,Montgomery Ward - San Antonio,San Antonio,2000-12-28 00:00:00,2001-03-13 00:00:00,206.0,3020
1977,Montgomery Ward - Austin,Austin,2000-12-28 00:00:00,2001-03-13 00:00:00,103.0,3028
1978,Target Stores - Arlington,Arlington,2001-01-02 00:00:00,2001-03-18 00:00:00,192.0,2952
1979,Target Stores - Sugar Land,Sugar Land,2001-01-05 00:00:00,2001-03-06 00:00:00,175.0,2961
1980,Trimble Navigation Limited,Austin,2001-01-05 00:00:00,2001-07-01 00:00:00,65.0,2967
1981,PG&E Transmission,San Antonio,2001-01-05 00:00:00,2001-01-01 00:00:00,150.0,2962
1982,Tyco Electronics,Mesquite,2001-01-10 00:00:00,2001-01-10 00:00:00,383.0,2968
1983,"Multilayer Technology, Inc.",Austin,2001-01-11 00:00:00,2001-01-22 00:00:00,600.0,2988
1984,RadiSys Corporation,Houston,2001-01-16 00:00:00,2001-03-31 00:00:00,67.0,2982
1985,Qualex Inc.,Dallas,2001-01-16 00:00:00,2001-03-23 00:00:00,70.0,2986
1986,Fleet Design of Texas,Gainesville,2001-01-19 00:00:00,2001-03-18 00:00:00,50.0,2996
1987,"Converse, Inc.",Mission,2001-01-22 00:00:00,2001-03-31 00:00:00,130.0,3051
1988,Equistar,Port Arthur,2001-01-22 00:00:00,2001-03-30 00:00:00,125.0,3047
1989,Nortel Networks Inc.,Richardson,2001-01-19 00:00:00,2001-01-22 00:00:00,550.0,3044
1990,AdvancePCS,Richardson,2001-01-24 00:00:00,2001-03-15 00:00:00,250.0,3037
1991,JC Penney,Irving,2001-01-29 00:00:00,2001-03-17 00:00:00,182.0,3058
1992,Heilig-Meyers Furniture Company - Athens,Athens,2001-01-29 00:00:00,2001-03-30 00:00:00,79.0,3057
1993,JC Penney - Duncanville,Duncanville,2001-01-29 00:00:00,2001-03-17 00:00:00,214.0,3059
