,company_name,location,notice_date,layoff_date,employees_affected,Formal Name,City,State,Zip
4627,Transform SR Holding Management LLC,3333 Beverly Road ,10/6/2020,,400,,Hoffman Estates,IL,60179
4628,Nestle USA,18501 N. Northstar Ct. ,9/2/2019,,37,,Tinley Park,IL,60487
4629,Chicago Powdered Metal Products Co.,9700 Waveland Ave. ,8/26/2019,,86,,Schiller Park,IL,60176
4630,Home Star Bank and Financial Services,3 Diversatech Dr. ,9/3/2019,,45,Home Star Bank,Manteno,IL,60950
4631,Advance Engineering Corp.,440 S. McLean Ave. ,8/30/2019,,114,,Elgin,IL,60123
4632,"Dedicated Logistics, Inc.",2121 Diehl Road #100 ,9/4/2019,,61,,Aurora,IL,60563
4633,Transform KM Stores of Illinois,7325 W 79th Street ,8/29/2019,,91,,Bridgeview,IL,60455
4634,Covia,"402 Mill Street, Utica 61373 La Salle Co. 1446 W Devils Backbone Rd",9/26/2019,,65,Unimin Corporation,Oregon,IL,61061
4635,Sterigenics,7775 S. Quincy St. 830 Midway St.,9/30/2019,,37,,Willowbrook,IL,60527
4636,Coffeen Power Plant,134 Cips Lane ,9/23/2019,,99,,Coffeen,IL,62017
4637,Hennepin Power Plant,13498 East 800th Street ,9/23/2019,,59,,Hennepin,IL,61327
4638,Havana Power Plant,15260 N. State Route 78 ,9/23/2019,,73,,Havana,IL,62644
4639,Duck Creek Power Plant,17751 N. Cilco Road ,9/23/2019,,61,Vistra Energy,Canton,IL,61520
4640,Payless Shoes - Alton Square,106 Alton Sq. Space 106,2/18/2019,,10,Payless Shoes,Alton,IL,62002
4641,Payless Shoes - Naperville,256 IL-59 Space 128,2/18/2019,,0,Payless Shoes,Naperville,IL,60540
4642,Inpax,401 Terrace Dr. ,10/1/2019,,79,,Mundelein,IL,60060
4643,Inpax,4500 Western Ave. ,10/1/2019,,69,,Lisle,IL,60532
4644,"Visage Screen-Print, Inc.",119 Rawls Road ,10/2/2019,,112,,Des Plaines,IL,60018
4645,O'Charley's,1313 Central Park Dr. ,10/11/2019,,51,,O'Fallon,IL,62269
4646,AECOM,CAT Mossville Bldg. L 14009 Old Galena Rd,10/15/2019,,30,Washington Group International,Mossville,IL,61552
4647,Westin Chicago/River North,320 N. Dearborn Avenue ,10/18/2019,,50,Westin Chicago/River North,Chicago,IL,60654
4648,Westin Chicago/River North,320 N. Dearborn Avenue ,6/5/2020,,212,Westin Chicago/River North,Chicago,IL,60654
4649,"Maurice Sporting Goods, LLC",2779 Shermer Road ,10/16/2019,,44,,Northbrook,IL,60062
4650,CTI Industries Corporation,22160 N. Pepper Rd. ,10/21/2019,,154,,Lake Barrington,IL,60010
4651,Halo Top Creamery,"1165 N. Clark St., Suite 700 ",10/24/2019,,28,Eden Creamery LLC,Chicago,IL,60610
4652,John Deere,1100 13th Ave. ,10/28/2019,,50,,East Moline,IL,61244
4653,Raffaello Hotel,201 E. Delaware Place ,10/24/2019,,27,,Chicago,IL,60611
4654,St. Joseph Child Development Center,4800 S. Paulina St. ,10/24/2019,,33,,Chicago,IL,60609
4655,Our Lady of Tepeyac Child Development Center,2414 S. Albany Ave. ,10/24/2019,,27,,Chicago,IL,60623
4656,"Wyndham Vacation Ownership, Inc.",71 E. Wacker Dr. ,10/18/2019,,80,,Chicago,IL,60601
4657,IRC Real Estate Services Corp.,814 Commerce Dr. ,11/4/2019,,42,,Oak Brook,IL,60523
4658,Broadway In Chicago,17 North State Street Suite 810,"5/21/2021, 9/4/2020, 6/30/2020, 4/10/2020, 4/6/2020",,31,,Chicago,IL,60602
4659,Courier Distribution Systems LLC,2801 S. Western Ave. ,11/6/2019,,118,,Chicago,IL,60608
4660,Mennie Machine Company,Rt. 71 & Mennie Dr. ,11/5/2019,,50,,Mark,IL,61340
4661,ADM Milling Company,1300 W. Carroll Ave. ,11/7/2019,,27,ADM Corn Processing,Chicago,IL,60607
4662,"Bio Star Films, LLC",4848 S. Hoyne Ave. ,11/7/2019,,75,,Chicago,IL,60609
4663,Specialized Living Center,1450 Caseyville Ave. ,11/13/2019,,104,,Swansea,IL,62226
4664,Plated Fulfillment Center,248 Tubeway Dr. ,11/12/2019,,89,,Carol Stream,IL,60188
4665,Bunzl,2301 Lunt Ave. ,11/18/2019,,30,,Elk Grove Village,IL,60007
4666,Astronics Armstrong Aerospace,1377 Industrial Dr. ,11/6/2019,,47,,Itasca,IL,60143
4667,"WeWork Companies, Inc.",20 W Kinzie St. 515 N State St.,"6/4/2021, 6/1/2020, 11/25/2019",,25,,Chicago,IL,60654
4668,"Rock Sugar, Inc.",1005 Oakbrook Center ,12/2/2019,,94,,Oak Brook,IL,60523
4669,AECOM,100 Tractor Dr. ,12/5/2019,,77,Washington Group International,East Peoria,IL,61630
4670,"H&M International Transportation, Inc.",1425 S. Western Ave. (Union Pacific Rail Terminals),12/5/2019,,76,,Chicago,IL,60608
4671,"XPO Logistics Supply Chain, Inc.",21100 S SW Frontage Rd. ,11/26/2019,,530,"XPO Logistics Supply Chain, Inc.",Shorewood,IL,60404
4672,Sears,2200 W War Memorial Dr. ,12/12/2019,,57,,Peoria,IL,61613
4673,Airport Supersaver Inc.,4400 South Racine Ave. ,12/10/2019,,52,,Chicago,IL,60609
4674,Chicago Trolley Co.,4400 South Racine Ave. ,12/10/2019,,91,,Chicago,IL,60609
4675,WestRock,3101 Westway Drive ,12/18/2019,,68,,Edwardsville,IL,62025
4676,"Grundfos Water Utility, Inc.",3905 Enterprise Court ,12/16/2019,,46,,Aurora,IL,60504
4677,Alco Manufacturing Holding Corp.,4950 Marlin Drive ,12/16/2019,,49,,Machesney Park,IL,61115
4678,dormakaba USA Inc.,1003 W. Broadway ,12/20/2019,,56,,Steeleville,IL,62288
4679,Winchester Source Technol,2150 Parkes Dr ,12/23/2019,,29,,Broadview,IL,60155
4680,"Chicago Lakeshore Hospital, LLC",4840 N. Marine Dr. ,"5/5/2020, 12/30/2019",,251,"Aurora Chicago Lakeshore Hospital, LLC",Chicago,IL,60640
4681,Graham Packaging Company,2400 Internationale Pkwy. ,1/2/2020,,46,,Woodridge,IL,60517
4682,MGS Antioch,606 Drom Court ,1/7/2020,,65,"MGS Mfg. Group, Inc.",Antioch,IL,60002
4683,Pinnacle Logistics,5824 Kishwaukee Rd. ,1/15/2020,,1416,,Rockford,IL,61109
4684,"The Jellyvision Lab, Inc.",848 W. Eastman Street #104 ,1/9/2020,,65,,Chicago,IL,60642
4685,"Paris Presents, Inc.",3800 Swanson Court ,1/16/2020,,29,,Gurnee,IL,60031
4686,Transform KM LLC,333 S. Spruce Street ,1/16/2020,,131,,Manteno,IL,60950
4687,"Bendix Commercial Vehicle Systems, LLC",313 Airport Rd. ,1/16/2020,,33,,North Aurora,IL,60542
4688,Colbert Packaging Corp.,28355 N. Bradley Road ,1/17/2020,,81,,Lake Forest,IL,60045
4689,"PrimeFlight Aviation Services, Inc.",at Chicago Midway Airport 5700 S. Cicero Ave.,1/24/2020,,102,,Chicago,IL,60638
4690,National Express Transit Corp.,2005 W. 43rd Street ,1/22/2020,,51,,Chicago,IL,60609
4691,Snak King,3133 Industrial Drive ,1/24/2020,,178,,Freeport,IL,61032
4692,"Brightstar US, Inc.",1950 Innovation Way ,1/30/2020,,57,,Libertyville,IL,60048
4693,Dayton Superior Corp.,2400 Arthur Ave. ,"5/24/2021, 5/24/2021, 2/7/2020",,91,,Elk Grove Village,IL,60007
4694,"Sodexo, Inc.",1299 Zurich Way ,2/7/2020,,59,,Schaumburg,IL,60196
4695,"Courier Express One, Inc.","Rox River 2, Airport Rd. ",2/10/2020,,72,,Elgin,IL,60123
4696,"Peapod, LLC",1325 Ensell Rd. 1122 Rose Rd.,2/11/2020,,374,Peapod,Lake Zurich,IL,60047
4697,"Peapod, LLC",2300 S. Throop Street ,2/11/2020,,68,Peapod,Chicago,IL,60608
4698,"Alltran Education, Inc.",5996 W. Touhy Ave. ,2/10/2020,,56,,Niles,IL,60714
4699,Transform KM LLC,1155 Oakton Street ,2/4/2020,,58,,Des Plaines,IL,60018
4700,Bear Down Logistics,401 Terrace Drive ,2/12/2020,,95,,Mundelein,IL,60060
4701,Mendota Lutheran Home,500 South 6th Street ,2/12/2020,,95,,Mendota,IL,61342-1728
4702,Compliance Signs,56 Main Street ,2/19/2020,,54,,Chadwick,IL,61014
4703,"JourneyCare, Inc.",1 E. 22nd Street ,2/18/2020,,77,,Lombard,IL,60148
4704,Bowes In Home Care,813 Tek Drive ,2/14/2020,,128,,Crystal Lake,IL,60014
4705,"One Point Logistics, Inc.",318 W. Adams Street ,2/20/2020,,39,,Chicago,IL,60606
4706,"PPG Industries, Inc.",1700 Shawnee Street ,2/17/2020,,41,,Mt. Vernon,IL,62864
4707,GSI Technologies,311 Shore Drive ,2/14/2019,,37,,Burr Ridge,IL,60527
4708,"Worley Field Services, Inc.",2045 E. Olive Street ,2/24/2020,,193,,Decatur,IL,62524
4709,P-K Tool and Manufacturing Co.,4700 W. Lemoyne St. ,2/25/2020,,35,,Chicago,IL,60651
4710,"CNC Logistics, Inc.",2400 Northwest Parkway ,2/24/2020,,93,,Elgin,IL,60124
4711,"Life Fitness, LLC","10600, 10601, 10701 Belmont Ave. 3048 Cullerton Ave.",3/2/2020,,212,,Franklin Park,IL,60131
4712,"Energizer Brands, LLC",200 Corporate Drive ,"7/7/2021, 7/7/2021, 7/6/2021, 5/19/2021, 4/28/2021, 4/22/2021, 4/1/2021, 4/1/2021, 2/2/2021, 10/16/2020, 8/31/2020, 8/6/2020, 6/29/2020, 6/2/2020, 3/2/2020",,10,,Dixon,IL,61021
4713,"Art Van Furniture, LLC",1150 115th Street ,3/4/2020,,62,,Bolingbrook,IL,60490
4714,DHL Supply Chain,1701 Remington Blvd. ,3/13/2020,,105,,Bolingbrook,IL,60490
4715,siffron,1600 Birchwood Ave. ,3/16/2020,,70,,Des Plaines,IL,60018
4716,"Gourmet Gorilla, Inc.",1200 W. Cermak ,"7/1/2021, 5/25/2021",,269,,Chicago,IL,60608
4717,Hyatt Centric Chicago Mag Mile,100 W. Monroe St ,3/26/2020,,39,Hyatt,Chicago,IL,60603
4718,Hyatt Hotels Corporation,150 N. Riverside Plaza 8th Floor,3/31/2020,,0,Hyatt,Chicago,IL,60606
4719,Hyatt Hotels Corporation,150 N. Riverside Plaza 8th Floor,5/11/2020,,566,Hyatt,Chicago,IL,60606
4720,"Adventurous  Journeys, LLC",133 N. Jefferson Street. 4th Floor ,3/24/2020,,35,AJ Capital Partners,Chicago,IL,60661
4721,Alsco,2641 S. Leavitt Street ,3/24/2020,,125,,Chicago,IL,60608
4722,"America's Auto Auction Chicago, Inc.",14001 Karlov Ave ,3/23/2020,,87,,Crestwood,IL,60445
4723,"America's Auto Auction St. Louis, Inc.",721 S 45th St ,3/23/2020,,0,,Centreville,IL,62207-1393
4724,Arcade Beauty,1226 West Seventh Street ,7/29/2020,,140,Arcade Beauty,Dixon,IL,61201
4725,"A.R.M. Staffing, Inc.",2750 Kildare ,3/23/2020,,222,,Chicago,IL,60623
4726,Lindenwood University,2600 West Main Street ,3/20/2020,,84,,Belleville,IL,62226-6651
4727,Eaglewood Resort and Spa,1401 Nordic Rd ,3/20/2020,,250,Eaglewood Resort & Spa,Itasca,IL,60143
4728,Doubletree Suites and Conference Center - Downers Grove,2111 Butterfield Rd. ,3/17/2020,,91,,Downers Grove,IL,60515
4729,The Florentine - Chicago,151 Adams Street ,3/18/2020,,60,,Chicago,IL,60603
4730,Latinicity,108 N State St. 3rd Floor ,3/23/2020,,0,,Chicago,IL,60602
4731,Impact Networking LLC - Boulton 1,13875 W Boulton Blvd ,3/21/2020,,26,,Lake Forest,IL,60045
4732,Impact Networking LLC - Bolingbrook,6 Territorial Court ,3/21/2020,,44,,Bolingbrook,IL,60440
4733,Metal-Matic Inc,7200 South Narragansett Ave. ,4/6/2020,,87,,Bedford Park,IL,60638
4734,Baily Food Granite City,2501 West 20th Street ,3/21/2020,,128,,Granite City,IL,62040
4735,Baily Food National City,1122 IL-3 ,3/21/2020,,109,,National Stock Yards,IL,62071
4736,Ocean Prime,87 E. Wacker Drive ,"6/23/2021, 11/20/2020",,85,"Cameron Mitchell Restaurants, LLC",Chicago,IL,60611
4737,Hilton Chicago Downtown,40 East Grand Ave ,3/24/2020,,45,Hilton Chicago - Downtown,Chicago,IL,60611
4738,Hilton Chicago Downtown,40 East Grand Ave ,3/23/2020,,45,Hilton Chicago - Downtown,Chicago,IL,60611
4739,Prospect Airport Services,10000 W O'Hare Ave Chicago 60666 5700 S. Cicero Ave.,"5/25/2021, 5/25/2021",,1081,Prospect Airport Services,Chicago,IL,60638
4740,Pineapple Hospitality Company - Staypineapple Chicago,1 W Washington ,3/20/2020,,25,Staypineapple Chicago,Chicago,IL,60602
4741,Atwood,1 W Washington ,3/20/2020,,51,Pineapple Restaurant Group LLC,Chicago,IL,60602
4742,Team Member Services LLC,8580 Springlake Drive ,3/26/2020,,54,,Mokena,IL,60448
4743,Warwick Chicago Corporation dba Warwick Allerton Hotel Chicago,701 N Michigan Ave ,3/19/2020,,147,Warwick Allerton Hotel Chicago,Chicago,IL,60611
4744,Jim's Formal Wear,804 East Broadway ,4/3/2020,,59,,Trenton,IL,62293
4745,"Onni Properties, LLC - Union Ave",352 N Union Ave ,3/24/2020,,49,,Chicago,IL,60661
4746,Stitch Acquisition Corp.,21350 SW Frontage Road ,3/23/2020,,143,"CSS Industries, Inc.",Shorewood,IL,60404
4747,"Dental Arts Laboratories, Inc.",241 NE Perry Ave ,3/25/2020,,59,,Peoria,IL,61603
4748,"Hooters (Cook, DuPage, Lake, & Kendall Counties)",660 North Wells Street ,5/6/2021,,915,"Hooters (Cook, DuPage, Lake, & Kendall Counties)",Chicago,IL,60610
4749,Earl's Restaurants USA Inc - Lincoln Park,"1538 N Clybourn Ave, Unit A108 ",3/25/2020,,65,,Chicago,IL,60610
4750,Everi Games Inc - Games Studio,"540 W Madison, Ste 2402 ",3/23/2020,,41,,Chicago,IL,60661
4751,InterContinental Mag Mile,505 N. Michigan Avenue ,3/20/2020,,350,,Chicago,IL,60611
4752,Kemper Valve & Fittings Corp.,3001 Darrell Rd ,3/19/2021,2021-10-19 05:00:00,110,,Island Lake,IL,60042-9157
4753,Hilton Garden Inn Chicago Downtown,10 E Grand Ave ,"7/8/2021, 3/30/2020",,56,Hilton Chicago - Downtown,Chicago,IL,60611
4754,Gerber Collision and Glass - 3425 N Halsted,3425 N Halsted ,3/31/2020,,30,,Chicago,IL,60657
4755,S.P. Richards Company - Elk Grove Village,2650 Lively Blvd ,,,0,,Elk Grove Village,IL,60007
4756,Mercury Products Corporation,1201 S Mercury Drive ,3/30/2020,,107,,Schaumburg,IL,60193
4757,Metal Impact LLC,1501 Oakton St ,4/2/2020,,201,Metal Impact Corp.,Elk Grove Village,IL,60007-2101
4758,Trump Int. Hotel & Tower,401 N Wabash Ave ,"7/29/2021, 5/15/2020",,294,,Chicago,IL,60611
4759,Great Wolf Lodge,350 N. Orleans Street Suite 10000B,3/27/2020,,49,Great Wolf Lodge,Chicago,IL,60654
4760,American Eagle Airlines,3201 Circa Drive ,3/18/2020,,28,,Bloomington,IL,61704
4761,Trans States Airlines - O'Hare,"Chicago O'Hare Airport Terminal 1, Gate B20, Ramp Level",3/20/2020,,184,,Chicago,IL,60666
4762,Galowich Family YMCA,749 Houbolt  Road ,3/31/2020,,32,Central City Y.M.C.A.,Joliet,IL,60431
4763,C.W. Avery Family YMCA,15120 W Wallin Dr ,3/31/2020,,43,Central City Y.M.C.A.,Plainfield,IL,60544
4764,Metro Tech Service LLC,"1827 Walden Office Square, Ste 304 ",3/24/2020,,54,,Schaumburg,IL,60173
4765,Boqueria,807 W Fulton Market ,3/26/2020,,85,Boqueria,chicago,IL,60607
4766,Cambria Hotel - Chicago Loop,32 W Randolph St ,3/26/2020,,32,,Chicago,IL,60601
4767,Claire's - Hoffman Estates,2400 W Central Road ,3/27/2020,,144,,Hoffman Estates,IL,60192
4768,"Keep Truckin, Inc",500 W Madison Street Suite 1650,3/31/2020,,27,,Chicago,IL,60661
4769,Mickey's Linen,196 N. Dearborn ,3/19/2020,,33,Mickey's Linen,Kankakee,IL,60901
4770,"Greyhound Lines, Inc.",630 W Harrison ,3/25/2020,,49,"GREYHOUND LINES, INC.",Chicago,IL,60607
4771,"Greyhound Lines, Inc. ",901 N Halsted St ,3/25/2020,,62,Greyhound Travel,Chicago,IL,60642
4772,Holiday Inn Hotel & Suites,506 W Harrison ,"6/30/2020, 3/25/2020",,60,Holiday Inn Hotel & Suites,Chicago,IL,60607
4773,Nan McKay - Van Buren,60 E Van Buren 8th Floor,3/25/2020,,0,,Chicago,IL,60605
4774,Pappadeaux Seafood Kitchen - Westmont,921 Pasquinelli Drive ,3/27/2020,,199,Pappas Restaurants,Westmont,IL,60559
4775,3 Day Blinds,550 Quail Ridge Drive ,4/3/2020,,63,,Westmont,IL,60559
4776,Benihana,747 E. Butterfield Road ,4/5/2020,,41,Benihana,Lombard,IL,60148
4777,Benihana,1200 E. Higgins Road ,4/5/2020,,37,Benihana,Schaumburg,IL,60713
4778,Benihana,150 N. Milwaukee Avenue ,4/5/2020,,24,Benihana,Wheeling,IL,60090
4779,Westin Chicago North Shore - Milwaukee Ave,601 N. Milwaukee Avenue ,"6/2/2021, 3/28/2020",,169,Aimbridge Employee Service Corp.,Wheeling,IL,60690
4780,Skender Manufacturing,3348 S Pulaski Ave ,3/24/2020,,28,,Chicago,IL,60623
4781,Tangent Technologies  - 1030 E Fabyan,1030 E Fabyan Pkwy ,3/24/2020,,180,,Batavia,IL,60510
4782,Tangent Technologies - 1001 Sullivan Rd,1001 Sullivan Rd ,3/24/2020,,180,,Aurora,IL,60506
4783,Tangent Technologies - 1703 Eastwood,1703 Eastwood Dr ,3/24/2020,,180,,Aurora,IL,60506
4784,Tangent Technologies - 220 Poplar Pl,220 Poplar Pl ,3/24/2020,,180,,North Aurora,IL,60542
4785,Eataly Chicago LLC,43 E Ohio St ,4/1/2020,,292,,Chicago,IL,60611
4786,Precision Resources Inc - IL Division,601 Corporate Woods Parkway ,4/3/2020,,104,Precision Resources Inc - IL Division,Vernon Hills,IL,60061-3111
4787,Soho House Chicago,113 N. Green Street ,"5/24/2021, 11/23/2020, 11/6/2020, 4/5/2020",,25,,Chicago,IL,60607
4788,The Ambassador Hotel,1301 N State Parkway ,"4/14/2020, 4/6/2020",,114,The Ambassador Hotel,Chicago,IL,60610
4789,Ra Sushi - Lombard,310 Yorktown Shopping Ctr ,4/5/2020,,38,,Lombard,IL,60148
4790,Starved Rock Lodge and Conference,"Rt. 178 & 71, PO Box 570 ",4/1/2020,,157,Starved Rock Lodge and Conference,Utica,IL,61373
4791,Punch Bowl Schaumburg,1100 American Lane ,6/1/2021,,67,"Punch Bowl Schaumburg, LLC",Schaumburg,IL,60173
4792,"Punch Bowl Chicago West Loop, LLC",310 N. Green Street ,"6/1/2021, 2/26/2021",,131,,Chicago,IL,60607
4793,Hilton Garden Inn Oakbrook,1000 Drury Lane ,3/18/2020,,31,,Oakbrook Terrace,IL,60181
4794,Holiday Inn - Rosemont,10233 W Higgins Road ,"5/26/2021, 10/5/2020",,43,,Rosemont,IL,60018
4795,Scholle IPN Corporation,200 W. North Ave ,4/1/2020,,111,Scholle Corporation,Northlake,IL,60164
4796,Abe Lincoln Oasis (South Holland),700 East Tri-State ,"6/10/2021, 6/9/2021, 3/20/2020",,29,,South Holland,IL,60473
4797,Anderson Automotive Group,126-226 N Alpine Road ,4/9/2020,,69,Anderson Dealerships,Rockford,IL,61107
4798,IES Abroad,33 West Monroe Street Suite 2300,4/9/2020,,91,,Chicago,IL,60603
4799,Cinemark Melrose Park,1001 W. North Ave ,4/10/2020,,61,Cinemark Theater (Joliet Movies),Melrose Park,IL,60160
4800,Tinseltown USA,320 S. Lincoln Way ,4/10/2020,,27,Cinemark Theater (Joliet Movies),North Aurora,IL,60542
4801,Cinemark (Woodridge),6500 Route 53 ,4/10/2020,,73,Cinemark Theater (Joliet Movies),Woodridge,IL,60517
4802,Evanston 18 / CineArts 6,1715 Maple Ave. ,4/10/2020,,92,Cinemark Theater (Joliet Movies),Evanston,IL,60201
4803,Deer Park 16,21600 W. Field Parkway ,4/10/2020,,45,Cinemark Theater (Joliet Movies),Deer Park,IL,60010
4804,"Century, Stratford Square Mall",804 Stratford Square ,4/10/2020,,40,Cinemark Theater (Joliet Movies),Bloomingdale,IL,60108
4805,"Cinemark, Louis Joliet Mall",3340 Mall Loop Dr Suite 1382,,,0,Cinemark Theater (Joliet Movies),Joliet,IL,60431
4806,"Cinemark, Louis Joliet Mall",3340 Mall Loop Dr Suite 1382,4/10/2020,,80,Cinemark Theater (Joliet Movies),Joliet,IL,60431
4807,"Cinemark, West Dundee",2000 Spring Hill Mall ,4/10/2020,,36,Cinemark Theater (Joliet Movies),West Dundee,IL,60118
4808,Power Home Remodeling,"2500 W. Bradley Place, Unit G ",4/10/2020,,134,,Chicago,IL,60618
4809,"ZF Services, LLC - Vernon Hills",777 Hickory Hill Drive ,4/7/2020,,52,,"Vernon Hills,",IL,60061
4810,"Sumitomo Electric Carbide, Inc.",1001 E. Business Center Drive ,4/8/2020,,44,,Mt. Prospect,IL,60056
4811,XSport Fitness Gym,960 W. Dundee Road (HQ) COVID-19 Statewide Event,3/19/2020,,1263,XSport Fitness,Arlington Heights,IL,60004
4812,"Martin-Brower Company, LLC",720 West McAllister ,4/1/2020,,28,Martin-Brower Company LLP,Lebanon,IL,62254
4813,HMSHost O'Hare,10000 W O'Hare Ave ,"6/9/2021, 6/4/2021, 3/28/2020",,1400,,Chicago,IL,60666
4814,Marriott Chicago Midway,6250 S. Cicero Avenue ,"6/16/2020, 4/1/2020",,67,MARRIOTT INTERNATIONAL,Bedford Park,IL,60638
4815,Embassy Suites,600 North State Street ,3/30/2020,,112,Hilton Chicago - Downtown,Chicago,IL,60654
4816,Hilton Garden Inn Chicago/Midway,6530 S. Cicero Ave ,3/30/2020,,27,,Bedford Park,IL,60638
4817,California Pizza Kitchen,Multiple Locations ,3/24/2020,,188,,Schaumburg,IL,60173
4818,Miller's Ale House Schaumburg,1300 N. Meacham Rd ,4/16/2020,,62,,Schaumburg,IL,60173
4819,Miller's Ale House Orland Park,15630 La Grange Road ,4/16/2020,,81,,Orland Park,IL,60462
4820,Miller's Ale House Riverside,7515 W. Cermak Road ,4/16/2020,,57,,Riverside,IL,60546
4821,Miller's Ale House Harwood Hgts,4474 North Harlem Ave ,4/16/2020,,62,,Harwood Heights,IL,60706
4822,Miler's Ale House Chi Ridge,6401 95th Street ,4/16/2020,,67,,Chicago Ridge,IL,60415
4823,Apple Leisure Group Vacations,101 NW Point Blvd ,"5/20/2020, 4/6/2020",,99,Apple Leisure Group Vacations,Elk Grove Village,IL,60007
4824,Aloft Chicago O'Hare,9700 Balmoral Ave ,4/1/2020,,35,Aimbridge Employee Service Corp.,Rosemont,IL,60018
4825,TAO Chicago,632 N. Dearborn Street ,"5/28/2021, 10/2/2020",,241,TAO Chicago,Chicago,IL,60654
4826,FIC America Corp. Carol Stream,485 E. Lies Road ,4/1/2020,,383,,Carol Stream,IL,60188
4827,FIC America Corp. Bloomingdale,301 Longview Drive ,4/1/2020,,232,,Bloomingdale,IL,60108
4828,Jewish Council Buffalo Grove,1700 Weiland Road ,4/7/2020,,49,,Buffalo Grove,IL,60089
4829,Jewish Council Highland Park,800 Clavey Road #4926,4/7/2020,,49,,Highland Park,IL,60035
4830,Miller's Ale House Aurora,778 N. Illinois Rd. 59 ,4/6/2020,,69,,Aurora,IL,60504
4831,Miller's Ale House Lombard,455 East Butterfield Road ,4/6/2020,,71,,Lombard,IL,60148
4832,The Ritz-Carlton Chicago,160 E. Pearson St ,"12/4/2020, 12/3/2020, 4/2/2020",,426,,Chicago,IL,60611
4833,Suit Supply,945 North Rush Street 4th Floor Penthouse,3/26/2020,,26,,Chicago,IL,60611
4834,Regency Technologies,11600 S. Burley Ave ,4/15/2020,,53,Regency Technologies,Chicago,IL,60617
4835,Travel Centers of America,21 Romines Drive ,12/2/2020,,86,Travel Centers Of America,Morris,IL,60450
4836,Wow Bao,230 W. Huron St Suite 430,4/16/2020,,37,WOW BAO,Chicago,IL,60654
4837,YMCA of Rock River Valley,200 Y Blvd. ,3/30/2020,,574,YMCA of Rock River Valley,Rockford,IL,61107-3094
4838,Avis Budget Car Rental,5401 W. 47th Street ,4/1/2020,,50,Avis Rent-A-Car,Forest View,IL,60638
4839,Avis Rent-A-Car,O'Hare Intl Airport 10000 Bessie Coleman Dr.,4/1/2020,,152,Avis Rent-A-Car,Chicago,IL,60666
4840,HARRAH'S,151 N JOLIET ST ,4/22/2020,,694,HARRAHS,JOLIET,IL,60432
4841,"Corsicana Bedding, LLC",970 S. Lake Street ,3/24/2020,2018-12-12 00:00:00,72,,Aurora,IL,60506
4842,Agrati,24000 S. Western Ave ,4/8/2020,,156,,Park Forest,IL,60466
4843,Building Maintenance Service,222 Merchandise Mart Plaza ,4/17/2020,,73,,Chicago,IL,60654
4844,Cirque Du Soleil,3133 N. Halsted ,"7/7/2020, 4/5/2020",,107,,Chicago,IL,60657
4845,Inn of Chicago,162 E. Ohio St ,4/8/2020,,53,,Chicago,IL,60611
4846,Millennium Knickerbocker,163 E. Walton Place ,4/7/2020,,100,,Chicago,IL,60611
4847,Medieval Times,2001 N Roselle Road ,4/8/2020,,206,,Schaumburg,IL,60195
4848,toast,444 N. Michigan Ave ,4/10/2020,,117,toast,Chicago,IL,60611
4849,Yelp,222 W. Merchandise Mart Plaza ,4/9/2020,,502,,Chicago,IL,60654
4850,Scholastic Book Fairs,301 S. Gary Ave Suite A,4/13/2020,,47,,Roselle,IL,60172
4851,Bed Bath & Beyond,650 Liberty Ave IL Statewide COVID furloughs,4/24/2020,,402,Bed Bath & Beyond,Union,NJ,07083
4852,Chicago Yacht Club,400 East Monroe ,4/22/2020,,61,,Chicago,IL,60603
4853,Hyatt Regency Schaumburg,800 E. Golf Road ,4/24/2020,,128,Hyatt Regency Schaumburg,Schaumburg,IL,60173
4854,The Hertz Corporation,10000 Bessie Coleman Dr O'Hare,4/24/2020,,120,Hertz,Chicago,IL,60666
4855,Hertz,5150 W 55th St Midway,4/24/2020,,44,Hertz,Chicago,IL,60638
4856,Hard Rock Cafe,63 W. Ontario St ,4/27/2020,,61,,Chicago,IL,60654
4857,Larson-Juhl,550 Congress Circle South ,4/9/2020,,55,Larson-Juhl,Roselle,IL,60172
4858,Parkhurst Dining Services - Allstate Cafes,2775 Sanders Road 3075 Sanders Road,4/27/2020,,53,,Northbrook,IL,60062
4859,Enterprise Rent-A-Car,12055 S. Cicero Ave ,4/29/2020,,212,Enterprise Rent-A-Car,Alsip,IL,60803
4860,Hendrickson Bumper & Trim,501 Caton Farm Road ,4/29/2020,,36,HENDRICKSON COMPONENTS,Crest Hill,IL,60441
4861,Enterprise Leasing Company of Chicago,10255 W Zemke Blvd ,6/2/2021,,64,Enterprise Rent-A-Car,Chicago,IL,60666
4862,Regal Cantera & RPX,28250 Diehl Road ,4/29/2020,,31,,Warrenville,IL,60555
4863,Enterprise Rent-A-Car,203 W. Ashland St ,5/1/2020,,133,Enterprise Rent-A-Car,Morton,IL,61550
4864,Embasy Suites Deerfield,1445 Lake Cook Rd ,5/1/2020,,29,,Deerfield,IL,60015
4865,Sodexo O'Hare,10000 W O'Hare Ave ,5/1/2020,,120,,Chicago,IL,60666
4866,Talbott Hotel Chicago,20 E. Delaware Place ,"5/27/2020, 5/8/2020",,51,,Chicago,IL,60611
4867,Doubletree by Hilton Lisle,3003 Corporate Drive ,5/7/2020,,116,DoubleTree by Hilton Lisle,Lisle,IL,60532
